Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
7-Jun-20,Probable cases,366,366,,6/8/2020,5/25/2020,confirmed plus probable cases,Wisconsin,9616,10,200,10,210
6-Jun-20,Probable cases,364,364,,6/7/2020,5/24/2020,confirmed plus probable cases,Wisconsin,9616,17,259,17,276
5-Jun-20,Probable cases,358,358,,6/6/2020,5/23/2020,confirmed plus probable cases,Wisconsin,9616,31,359,31,390
4-Jun-20,Probable cases,361,361,,6/5/2020,5/22/2020,confirmed plus probable cases,Wisconsin,9616,36,345,36,381
3-Jun-20,Probable cases,367,367,,6/4/2020,5/21/2020,confirmed plus probable cases,Wisconsin,9616,27,385,27,412
2-Jun-20,Probable cases,405,405,,6/3/2020,5/20/2020,confirmed plus probable cases,Wisconsin,9616,25,373,25,398
1-Jun-20,Probable cases,433,433,,6/2/2020,5/19/2020,confirmed plus probable cases,Wisconsin,9616,38,461,38,499
31-May-20,Probable cases,395,395,,6/1/2020,5/18/2020,confirmed plus probable cases,Wisconsin,9616,11,182,11,193
30-May-20,Probable cases,396,396,,5/31/2020,5/17/2020,confirmed plus probable cases,Wisconsin,9616,22,211,22,233
29-May-20,Probable cases,407,407,,5/30/2020,5/16/2020,confirmed plus probable cases,Wisconsin,9616,31,382,31,413
28-May-20,Probable cases,422,422,,5/29/2020,5/15/2020,confirmed plus probable cases,Wisconsin,9616,28,396,28,424
27-May-20,Probable cases,440,440,,5/28/2020,5/14/2020,confirmed plus probable cases,Wisconsin,9616,38,642,38,680
26-May-20,Probable cases,431,431,,5/27/2020,5/13/2020,confirmed plus probable cases,Wisconsin,9616,55,539,55,594
25-May-20,Probable cases,437,437,,5/26/2020,5/12/2020,confirmed plus probable cases,Wisconsin,9616,25,203,25,228
24-May-20,Probable cases,505,505,,5/25/2020,5/11/2020,confirmed plus probable cases,Wisconsin,9616,10,194,10,204
23-May-20,Probable cases,515,515,,5/24/2020,5/10/2020,confirmed plus probable cases,Wisconsin,9616,26,282,26,308
22-May-20,Probable cases,528,528,,5/23/2020,5/9/2020,confirmed plus probable cases,Wisconsin,9616,34,486,34,520
21-May-20,Probable cases,543,543,,5/22/2020,5/8/2020,confirmed plus probable cases,Wisconsin,9616,44,507,44,551
20-May-20,Probable cases,545,545,,5/21/2020,5/7/2020,confirmed plus probable cases,Wisconsin,9616,40,576,40,616
19-May-20,Probable cases,540,540,,5/20/2020,5/6/2020,confirmed plus probable cases,Wisconsin,9616,36,600,36,636
18-May-20,Probable cases,523,523,,5/19/2020,5/5/2020,confirmed plus probable cases,Wisconsin,9616,37,665,37,702
17-May-20,Probable cases,500,500,,5/18/2020,5/4/2020,confirmed plus probable cases,Wisconsin,9616,23,249,23,272
16-May-20,Probable cases,499,499,,5/17/2020,5/3/2020,confirmed plus probable cases,Wisconsin,9616,36,366,36,402
15-May-20,Probable cases,477,477,,5/16/2020,5/2/2020,confirmed plus probable cases,Wisconsin,9616,56,572,56,628
14-May-20,Probable cases,443,443,,5/15/2020,5/1/2020,confirmed plus probable cases,Wisconsin,9616,47,517,47,564
13-May-20,Probable cases,422,422,,5/14/2020,4/30/2020,confirmed plus probable cases,Wisconsin,9616,38,539,38,577
12-May-20,Probable cases,393,393,,5/13/2020,4/29/2020,confirmed plus probable cases,Wisconsin,9616,42,474,42,516
11-May-20,Probable cases,371,371,,5/12/2020,4/28/2020,confirmed plus probable cases,Wisconsin,9616,33,509,33,542
10-May-20,Probable cases,357,357,,5/11/2020,4/27/2020,confirmed plus probable cases,Wisconsin,9616,18,252,18,270
9-May-20,Probable cases,348,348,,5/10/2020,4/26/2020,confirmed plus probable cases,Wisconsin,9616,26,220,26,246
8-May-20,Probable cases,349,349,,5/9/2020,4/25/2020,confirmed plus probable cases,Wisconsin,9616,25,362,25,387
7-May-20,Probable cases,351,351,,5/8/2020,4/24/2020,confirmed plus probable cases,Wisconsin,9616,25,397,25,422
6-May-20,Probable cases,348,348,,5/7/2020,4/23/2020,confirmed plus probable cases,Wisconsin,9616,34,337,34,371
5-May-20,Probable cases,352,352,,5/6/2020,4/22/2020,confirmed plus probable cases,Wisconsin,9616,19,340,19,359
4-May-20,Probable cases,365,365,,5/5/2020,4/21/2020,confirmed plus probable cases,Wisconsin,9616,41,405,41,446
3-May-20,Probable cases,355,355,,5/4/2020,4/20/2020,confirmed plus probable cases,Wisconsin,9616,9,200,9,209
2-May-20,Probable cases,356,356,,5/3/2020,4/19/2020,confirmed plus probable cases,Wisconsin,9616,21,233,21,254
1-May-20,Probable cases,357,357,,5/2/2020,4/18/2020,confirmed plus probable cases,Wisconsin,9616,24,373,24,397
30-Apr-20,Probable cases,363,363,,5/1/2020,4/17/2020,confirmed plus probable cases,Wisconsin,9616,35,369,35,404
29-Apr-20,Probable cases,345,345,,4/30/2020,4/16/2020,confirmed plus probable cases,Wisconsin,9616,34,366,34,400
28-Apr-20,Probable cases,333,333,,4/29/2020,4/15/2020,confirmed plus probable cases,Wisconsin,9616,33,418,33,451
27-Apr-20,Probable cases,312,312,,4/28/2020,4/14/2020,confirmed plus probable cases,Wisconsin,9616,27,345,27,372
26-Apr-20,Probable cases,310,310,,4/27/2020,4/13/2020,confirmed plus probable cases,Wisconsin,9616,25,193,25,218
25-Apr-20,Probable cases,311,311,,4/26/2020,4/12/2020,confirmed plus probable cases,Wisconsin,9616,18,241,18,259
24-Apr-20,Probable cases,312,312,,4/25/2020,4/11/2020,confirmed plus probable cases,Wisconsin,9616,41,399,41,440
23-Apr-20,Probable cases,291,291,,4/24/2020,4/10/2020,confirmed plus probable cases,Wisconsin,9616,24,252,24,276
22-Apr-20,Probable cases,285,285,,4/23/2020,4/9/2020,confirmed plus probable cases,Wisconsin,9616,36,283,36,319
21-Apr-20,Probable cases,269,269,,4/22/2020,4/8/2020,confirmed plus probable cases,Wisconsin,9616,35,265,35,300
20-Apr-20,Probable cases,263,263,,4/21/2020,4/7/2020,confirmed plus probable cases,Wisconsin,9616,28,332,28,360
19-Apr-20,Probable cases,250,250,,4/20/2020,4/6/2020,confirmed plus probable cases,Wisconsin,9616,21,208,21,229
18-Apr-20,Probable cases,239,239,,4/19/2020,4/5/2020,confirmed plus probable cases,Wisconsin,9616,16,244,16,260
17-Apr-20,Probable cases,225,225,,4/18/2020,4/4/2020,confirmed plus probable cases,Wisconsin,9616,33,262,33,295
16-Apr-20,Probable cases,213,213,,4/17/2020,4/3/2020,confirmed plus probable cases,Wisconsin,9616,28,205,28,233
15-Apr-20,Probable cases,205,205,,4/16/2020,4/2/2020,confirmed plus probable cases,Wisconsin,9616,29,179,29,208
14-Apr-20,Probable cases,198,198,,4/15/2020,4/1/2020,confirmed plus probable cases,Wisconsin,9616,14,246,14,260
13-Apr-20,Probable cases,183,183,,4/14/2020,3/31/2020,confirmed plus probable cases,Wisconsin,9616,28,241,28,269
12-Apr-20,Probable cases,179,179,,4/13/2020,3/30/2020,confirmed plus probable cases,Wisconsin,9616,26,128,26,154
11-Apr-20,Probable cases,175,175,,4/12/2020,3/29/2020,confirmed plus probable cases,Wisconsin,9616,23,137,23,160
10-Apr-20,Probable cases,175,175,,4/11/2020,3/28/2020,confirmed plus probable cases,Wisconsin,9616,20,192,20,212
9-Apr-20,Probable cases,178,178,,4/10/2020,3/27/2020,confirmed plus probable cases,Wisconsin,9616,25,148,25,173
8-Apr-20,Probable cases,179,179,,4/9/2020,3/26/2020,confirmed plus probable cases,Wisconsin,9616,30,131,30,161
7-Apr-20,Probable cases,186,186,,4/8/2020,3/25/2020,confirmed plus probable cases,Wisconsin,9616,26,132,26,158
6-Apr-20,Probable cases,187,187,,4/7/2020,3/24/2020,confirmed plus probable cases,Wisconsin,9616,39,199,39,238
5-Apr-20,Probable cases,180,180,,4/6/2020,3/23/2020,confirmed plus probable cases,Wisconsin,9616,26,102,26,128
4-Apr-20,Probable cases,182,182,,4/5/2020,3/22/2020,confirmed plus probable cases,Wisconsin,9616,25,132,25,157
3-Apr-20,Probable cases,180,180,,4/4/2020,3/21/2020,confirmed plus probable cases,Wisconsin,9616,40,195,40,235
2-Apr-20,Probable cases,173,173,,4/3/2020,3/20/2020,confirmed plus probable cases,Wisconsin,9616,34,148,34,182
1-Apr-20,Probable cases,174,174,,4/2/2020,3/19/2020,confirmed plus probable cases,Wisconsin,9616,45,163,45,208
31-Mar-20,Probable cases,175,175,,4/1/2020,3/18/2020,confirmed plus probable cases,Wisconsin,9616,28,134,28,162
30-Mar-20,Probable cases,174,174,,3/31/2020,3/17/2020,confirmed plus probable cases,Wisconsin,9616,27,161,27,188
29-Mar-20,Probable cases,176,176,,3/30/2020,3/16/2020,confirmed plus probable cases,Wisconsin,9616,30,114,30,144
28-Mar-20,Probable cases,175,175,,3/29/2020,3/15/2020,confirmed plus probable cases,Wisconsin,9616,24,122,24,146
27-Mar-20,Probable cases,175,175,,3/28/2020,3/14/2020,confirmed plus probable cases,Wisconsin,9616,21,162,21,183
26-Mar-20,Probable cases,172,172,,3/27/2020,3/13/2020,confirmed plus probable cases,Wisconsin,9616,29,160,29,189
25-Mar-20,Probable cases,168,168,,3/26/2020,3/12/2020,confirmed plus probable cases,Wisconsin,9616,25,193,25,218
24-Mar-20,Probable cases,162,162,,3/25/2020,3/11/2020,confirmed plus probable cases,Wisconsin,9616,23,131,23,154
23-Mar-20,Probable cases,169,169,,3/24/2020,3/10/2020,confirmed plus probable cases,Wisconsin,9616,31,172,31,203
22-Mar-20,Probable cases,163,163,,3/23/2020,3/9/2020,confirmed plus probable cases,Wisconsin,9616,22,111,22,133
21-Mar-20,Probable cases,162,162,,3/22/2020,3/8/2020,confirmed plus probable cases,Wisconsin,9616,23,123,23,146
20-Mar-20,Probable cases,155,155,,3/21/2020,3/7/2020,confirmed plus probable cases,Wisconsin,9616,20,142,20,162
19-Mar-20,Probable cases,143,143,,3/20/2020,3/6/2020,confirmed plus probable cases,Wisconsin,9616,33,130,33,163
18-Mar-20,Probable cases,130,130,,3/19/2020,3/5/2020,confirmed plus probable cases,Wisconsin,9616,27,151,27,178
17-Mar-20,Probable cases,111,111,,3/18/2020,3/4/2020,confirmed plus probable cases,Wisconsin,9616,25,178,25,203
16-Mar-20,Probable cases,88,88,,3/17/2020,3/3/2020,confirmed plus probable cases,Wisconsin,9616,13,148,13,161
15-Mar-20,Probable cases,68,68,,3/16/2020,3/2/2020,confirmed plus probable cases,Wisconsin,9616,10,112,10,122
14-Mar-20,Probable cases,54,54,,3/15/2020,3/1/2020,confirmed plus probable cases,Wisconsin,9616,8,93,8,101
13-Mar-20,Probable cases,40,40,,3/14/2020,2/29/2020,confirmed plus probable cases,Wisconsin,9616,2,76,2,78
12-Mar-20,Probable cases,31,31,,3/13/2020,2/28/2020,confirmed plus probable cases,Wisconsin,9616,6,61,6,67
11-Mar-20,Probable cases,23,23,,3/12/2020,2/27/2020,confirmed plus probable cases,Wisconsin,9616,5,46,5,51
10-Mar-20,Probable cases,17,17,,3/11/2020,2/26/2020,confirmed plus probable cases,Wisconsin,9616,1,35,1,36
9-Mar-20,Probable cases,13,13,,3/10/2020,2/25/2020,confirmed plus probable cases,Wisconsin,9616,5,22,5,27
8-Mar-20,Probable cases,10,10,,3/9/2020,2/24/2020,confirmed plus probable cases,Wisconsin,9616,2,17,2,19
7-Mar-20,Probable cases,9,9,,3/8/2020,2/23/2020,confirmed plus probable cases,Wisconsin,9616,1,6,1,7
6-Mar-20,Probable cases,8,8,,3/7/2020,2/22/2020,confirmed plus probable cases,Wisconsin,9616,2,14,2,16
5-Mar-20,Probable cases,6,6,,3/6/2020,2/21/2020,confirmed plus probable cases,Wisconsin,9616,0,5,0,5
4-Mar-20,Probable cases,6,6,,3/5/2020,2/20/2020,confirmed plus probable cases,Wisconsin,9616,0,13,0,13
3-Mar-20,Probable cases,4,4,,3/4/2020,2/19/2020,confirmed plus probable cases,Wisconsin,9616,1,5,1,6
2-Mar-20,Probable cases,3,3,,3/3/2020,2/18/2020,confirmed plus probable cases,Wisconsin,9616,0,9,0,9
1-Mar-20,Probable cases,2,2,,3/2/2020,2/17/2020,confirmed plus probable cases,Wisconsin,9616,1,6,1,7
29-Feb-20,Probable cases,1,1,,3/1/2020,2/16/2020,confirmed plus probable cases,Wisconsin,9616,0,2,0,2
28-Feb-20,Probable cases,1,1,,2/29/2020,2/15/2020,confirmed plus probable cases,Wisconsin,9616,0,4,0,4
27-Feb-20,Probable cases,0,0,,2/28/2020,2/14/2020,confirmed plus probable cases,Wisconsin,9616,0,1,0,1
26-Feb-20,Probable cases,0,0,,2/27/2020,2/13/2020,confirmed plus probable cases,Wisconsin,9616,0,1,0,1
25-Feb-20,Probable cases,0,0,,2/26/2020,2/12/2020,confirmed plus probable cases,Wisconsin,9616,0,1,0,1
24-Feb-20,Probable cases,0,0,,2/25/2020,2/11/2020,confirmed plus probable cases,Wisconsin,9616,0,1,0,1
23-Feb-20,Probable cases,0,0,,2/24/2020,2/10/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
22-Feb-20,Probable cases,0,0,,2/23/2020,2/9/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
21-Feb-20,Probable cases,0,0,,2/22/2020,2/8/2020,confirmed plus probable cases,Wisconsin,9616,0,1,0,1
20-Feb-20,Probable cases,0,0,,2/21/2020,2/7/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
19-Feb-20,Probable cases,0,0,,2/20/2020,2/6/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
18-Feb-20,Probable cases,0,0,,2/19/2020,2/5/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
17-Feb-20,Probable cases,0,0,,2/18/2020,2/4/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
16-Feb-20,Probable cases,0,0,,2/17/2020,2/3/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
15-Feb-20,Probable cases,0,0,,2/16/2020,2/2/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
14-Feb-20,Probable cases,0,0,,2/15/2020,2/1/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
13-Feb-20,Probable cases,0,0,,2/14/2020,1/31/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
12-Feb-20,Probable cases,0,0,,2/13/2020,1/30/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
11-Feb-20,Probable cases,0,0,,2/12/2020,1/29/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
10-Feb-20,Probable cases,0,0,,2/11/2020,1/28/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
9-Feb-20,Probable cases,0,0,,2/10/2020,1/27/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
8-Feb-20,Probable cases,0,0,,2/9/2020,1/26/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
7-Feb-20,Probable cases,0,0,,2/8/2020,1/25/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
6-Feb-20,Probable cases,0,0,,2/7/2020,1/24/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
5-Feb-20,Probable cases,0,0,,2/6/2020,1/23/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
4-Feb-20,Probable cases,0,0,,2/5/2020,1/22/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
3-Feb-20,Probable cases,0,0,,2/4/2020,1/21/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
2-Feb-20,Probable cases,0,0,,2/3/2020,1/20/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
1-Feb-20,Probable cases,0,0,,2/2/2020,1/19/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
31-Jan-20,Probable cases,0,0,,2/1/2020,1/18/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
30-Jan-20,Probable cases,0,0,,1/31/2020,1/17/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
29-Jan-20,Probable cases,0,0,,1/30/2020,1/16/2020,confirmed plus probable cases,Wisconsin,9616,0,1,0,1
28-Jan-20,Probable cases,0,0,,1/29/2020,1/15/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
27-Jan-20,Probable cases,0,0,,1/28/2020,1/14/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
26-Jan-20,Probable cases,0,0,,1/27/2020,1/13/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
25-Jan-20,Probable cases,0,0,,1/26/2020,1/12/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
24-Jan-20,Probable cases,0,0,,1/25/2020,1/11/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
23-Jan-20,Probable cases,0,0,,1/24/2020,1/10/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
22-Jan-20,Probable cases,0,0,,1/23/2020,1/9/2020,confirmed plus probable cases,Wisconsin,9616,0,0,0,0
5-Jan-21,Confirmed cases,1370,1370,,1/6/2021,12/23/2020,confirmed plus probable cases,Wisconsin,9616,190,190,128,318
4-Jan-21,Confirmed cases,1717,1717,,1/5/2021,12/22/2020,confirmed plus probable cases,Wisconsin,9616,1292,1292,441,1733
3-Jan-21,Confirmed cases,1971,1971,,1/4/2021,12/21/2020,confirmed plus probable cases,Wisconsin,9616,703,703,174,877
2-Jan-21,Confirmed cases,2136,2136,,1/3/2021,12/20/2020,confirmed plus probable cases,Wisconsin,9616,1430,1430,172,1602
1-Jan-21,Confirmed cases,2226,2226,,1/2/2021,12/19/2020,confirmed plus probable cases,Wisconsin,9616,667,667,173,840
31-Dec-20,Confirmed cases,2297,2297,,1/1/2021,12/18/2020,confirmed plus probable cases,Wisconsin,9616,1595,1595,235,1830
30-Dec-20,Confirmed cases,2280,2280,,12/31/2020,12/17/2020,confirmed plus probable cases,Wisconsin,9616,2109,2109,282,2391
29-Dec-20,Confirmed cases,2311,2311,,12/30/2020,12/16/2020,confirmed plus probable cases,Wisconsin,9616,2428,2428,321,2749
28-Dec-20,Confirmed cases,2295,2295,,12/29/2020,12/15/2020,confirmed plus probable cases,Wisconsin,9616,3112,3112,400,3512
27-Dec-20,Confirmed cases,2260,2260,,12/28/2020,12/14/2020,confirmed plus probable cases,Wisconsin,9616,1775,1775,257,2032
26-Dec-20,Confirmed cases,2223,2223,,12/27/2020,12/13/2020,confirmed plus probable cases,Wisconsin,9616,1980,1980,248,2228
25-Dec-20,Confirmed cases,2192,2192,,12/26/2020,12/12/2020,confirmed plus probable cases,Wisconsin,9616,1197,1197,143,1340
24-Dec-20,Confirmed cases,2381,2381,,12/25/2020,12/11/2020,confirmed plus probable cases,Wisconsin,9616,1499,1499,211,1710
23-Dec-20,Confirmed cases,2546,2546,,12/24/2020,12/10/2020,confirmed plus probable cases,Wisconsin,9616,2261,2261,347,2608
22-Dec-20,Confirmed cases,2600,2600,,12/23/2020,12/9/2020,confirmed plus probable cases,Wisconsin,9616,2313,2313,323,2636
21-Dec-20,Confirmed cases,2701,2701,,12/22/2020,12/8/2020,confirmed plus probable cases,Wisconsin,9616,2795,2795,473,3268
20-Dec-20,Confirmed cases,2803,2803,,12/21/2020,12/7/2020,confirmed plus probable cases,Wisconsin,9616,1530,1530,243,1773
19-Dec-20,Confirmed cases,2867,2867,,12/20/2020,12/6/2020,confirmed plus probable cases,Wisconsin,9616,1737,1737,277,2014
18-Dec-20,Confirmed cases,2951,2951,,12/19/2020,12/5/2020,confirmed plus probable cases,Wisconsin,9616,2265,2265,399,2664
17-Dec-20,Confirmed cases,3068,3068,,12/18/2020,12/4/2020,confirmed plus probable cases,Wisconsin,9616,2400,2400,463,2863
16-Dec-20,Confirmed cases,3128,3128,,12/17/2020,12/3/2020,confirmed plus probable cases,Wisconsin,9616,2509,2509,473,2982
15-Dec-20,Confirmed cases,3213,3213,,12/16/2020,12/2/2020,confirmed plus probable cases,Wisconsin,9616,2808,2808,538,3346
14-Dec-20,Confirmed cases,3277,3277,,12/15/2020,12/1/2020,confirmed plus probable cases,Wisconsin,9616,3325,3325,657,3982
13-Dec-20,Confirmed cases,3381,3381,,12/14/2020,11/30/2020,confirmed plus probable cases,Wisconsin,9616,1895,1895,324,2219
12-Dec-20,Confirmed cases,3413,3413,,12/13/2020,11/29/2020,confirmed plus probable cases,Wisconsin,9616,2285,2285,320,2605
11-Dec-20,Confirmed cases,3429,3429,,12/12/2020,11/28/2020,confirmed plus probable cases,Wisconsin,9616,3005,3005,479,3484
10-Dec-20,Confirmed cases,3474,3474,,12/11/2020,11/27/2020,confirmed plus probable cases,Wisconsin,9616,2808,2808,474,3282
9-Dec-20,Confirmed cases,3580,3580,,12/10/2020,11/26/2020,confirmed plus probable cases,Wisconsin,9616,3076,3076,502,3578
8-Dec-20,Confirmed cases,3732,3732,,12/9/2020,11/25/2020,confirmed plus probable cases,Wisconsin,9616,3286,3286,507,3793
7-Dec-20,Confirmed cases,3911,3911,,12/8/2020,11/24/2020,confirmed plus probable cases,Wisconsin,9616,4058,4058,651,4709
6-Dec-20,Confirmed cases,4126,4126,,12/7/2020,11/23/2020,confirmed plus probable cases,Wisconsin,9616,2151,2151,295,2446
5-Dec-20,Confirmed cases,4244,4244,,12/6/2020,11/22/2020,confirmed plus probable cases,Wisconsin,9616,2412,2412,299,2711
4-Dec-20,Confirmed cases,4318,4318,,12/5/2020,11/21/2020,confirmed plus probable cases,Wisconsin,9616,3279,3279,520,3799
3-Dec-20,Confirmed cases,4362,4362,,12/4/2020,11/20/2020,confirmed plus probable cases,Wisconsin,9616,3408,3408,622,4030
2-Dec-20,Confirmed cases,4094,4094,,12/3/2020,11/19/2020,confirmed plus probable cases,Wisconsin,9616,4000,4000,636,4636
1-Dec-20,Confirmed cases,4067,4067,,12/2/2020,11/18/2020,confirmed plus probable cases,Wisconsin,9616,4408,4408,638,5046
30-Nov-20,Confirmed cases,4023,4023,,12/1/2020,11/17/2020,confirmed plus probable cases,Wisconsin,9616,5507,5507,710,6217
29-Nov-20,Confirmed cases,3882,3882,,11/30/2020,11/16/2020,confirmed plus probable cases,Wisconsin,9616,2952,2952,321,3273
28-Nov-20,Confirmed cases,3797,3797,,11/29/2020,11/15/2020,confirmed plus probable cases,Wisconsin,9616,2965,2965,264,3229
27-Nov-20,Confirmed cases,3795,3795,,11/28/2020,11/14/2020,confirmed plus probable cases,Wisconsin,9616,3763,3763,342,4105
26-Nov-20,Confirmed cases,3877,3877,,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9616,1940,1940,212,2152
25-Nov-20,Confirmed cases,4285,4285,,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9616,3989,3989,460,4449
24-Nov-20,Confirmed cases,4462,4462,,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9616,4268,4268,473,4741
23-Nov-20,Confirmed cases,4666,4666,,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9616,4662,4662,565,5227
22-Nov-20,Confirmed cases,4937,4937,,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9616,2442,2442,235,2677
21-Nov-20,Confirmed cases,5073,5073,,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9616,2905,2905,311,3216
20-Nov-20,Confirmed cases,5209,5209,,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9616,4113,4113,566,4679
19-Nov-20,Confirmed cases,5452,5452,,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9616,4466,4466,546,5012
18-Nov-20,Confirmed cases,5785,5785,,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9616,5087,5087,595,5682
17-Nov-20,Confirmed cases,5951,5951,,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9616,5538,5538,631,6169
16-Nov-20,Confirmed cases,6262,6262,,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9616,6405,6405,723,7128
15-Nov-20,Confirmed cases,6618,6618,,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9616,3322,3322,309,3631
14-Nov-20,Confirmed cases,6771,6771,,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9616,3832,3832,335,4167
13-Nov-20,Confirmed cases,6952,6952,,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9616,5729,5729,648,6377
12-Nov-20,Confirmed cases,7159,7159,,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9616,6601,6601,742,7343
11-Nov-20,Confirmed cases,7206,7206,,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9616,6105,6105,739,6844
10-Nov-20,Confirmed cases,7389,7389,,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9616,7827,7827,521,8348
9-Nov-20,Confirmed cases,7371,7371,,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9616,8981,8981,635,9616
8-Nov-20,Confirmed cases,7230,7230,,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9616,4429,4429,278,4707
7-Nov-20,Confirmed cases,7212,7212,,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9616,5137,5137,295,5432
6-Nov-20,Confirmed cases,7052,7052,,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9616,7411,7411,414,7825
5-Nov-20,Confirmed cases,6774,6774,,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9616,7250,7250,422,7672
4-Nov-20,Confirmed cases,6513,6513,,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9616,7749,7749,374,8123
3-Nov-20,Confirmed cases,6244,6244,,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9616,7841,7841,381,8222
2-Nov-20,Confirmed cases,5958,5958,,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9616,8217,8217,417,8634
1-Nov-20,Confirmed cases,5631,5631,,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9616,4328,4328,252,4580
31-Oct-20,Confirmed cases,5435,5435,,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9616,4140,4140,173,4313
30-Oct-20,Confirmed cases,5305,5305,,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9616,5583,5583,296,5879
29-Oct-20,Confirmed cases,5133,5133,,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9616,5536,5536,310,5846
28-Oct-20,Confirmed cases,4968,4968,,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9616,5984,5984,255,6239
27-Oct-20,Confirmed cases,4785,4785,,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9616,5910,5910,305,6215
26-Oct-20,Confirmed cases,4586,4586,,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9616,6040,6040,305,6345
25-Oct-20,Confirmed cases,4400,4400,,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9616,3010,3010,199,3209
24-Oct-20,Confirmed cases,4306,4306,,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9616,3224,3224,180,3404
23-Oct-20,Confirmed cases,4190,4190,,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9616,4397,4397,278,4675
22-Oct-20,Confirmed cases,4054,4054,,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9616,4404,4404,290,4694
21-Oct-20,Confirmed cases,3938,3938,,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9616,4711,4711,243,4954
