Day of Epi Dt,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Cases dynamic1,Cases dynamic2,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
8-Apr-20,180,180,,4/9/2020,3/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,32,130,32,162
8-Apr-20,180,180,,4/9/2020,3/26/2020,confirmed plus probable cases,Wisconsin,"9,568",130,,130,32,162
8-Apr-20,180,180,180,4/9/2020,3/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,130,32,162
9-Apr-20,178,178,,4/10/2020,3/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,25,147,25,172
9-Apr-20,178,178,,4/10/2020,3/27/2020,confirmed plus probable cases,Wisconsin,"9,568",147,,147,25,172
9-Apr-20,178,178,178,4/10/2020,3/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,147,25,172
10-Apr-20,175,175,,4/11/2020,3/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,20,193,20,213
10-Apr-20,175,175,,4/11/2020,3/28/2020,confirmed plus probable cases,Wisconsin,"9,568",193,,193,20,213
10-Apr-20,175,175,175,4/11/2020,3/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,193,20,213
11-Apr-20,176,176,,4/12/2020,3/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,137,22,159
11-Apr-20,176,176,,4/12/2020,3/29/2020,confirmed plus probable cases,Wisconsin,"9,568",137,,137,22,159
11-Apr-20,176,176,176,4/12/2020,3/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,137,22,159
12-Apr-20,179,179,,4/13/2020,3/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,26,128,26,154
12-Apr-20,179,179,,4/13/2020,3/30/2020,confirmed plus probable cases,Wisconsin,"9,568",128,,128,26,154
12-Apr-20,179,179,179,4/13/2020,3/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,128,26,154
13-Apr-20,183,183,,4/14/2020,3/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,28,240,28,268
13-Apr-20,183,183,,4/14/2020,3/31/2020,confirmed plus probable cases,Wisconsin,"9,568",240,,240,28,268
13-Apr-20,183,183,183,4/14/2020,3/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,,240,28,268
14-Apr-20,198,198,,4/15/2020,4/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,14,245,14,259
14-Apr-20,198,198,,4/15/2020,4/1/2020,confirmed plus probable cases,Wisconsin,"9,568",245,,245,14,259
14-Apr-20,198,198,198,4/15/2020,4/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,245,14,259
15-Apr-20,204,204,,4/16/2020,4/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,30,178,30,208
15-Apr-20,204,204,,4/16/2020,4/2/2020,confirmed plus probable cases,Wisconsin,"9,568",178,,178,30,208
15-Apr-20,204,204,204,4/16/2020,4/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,178,30,208
16-Apr-20,213,213,,4/17/2020,4/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,28,205,28,233
16-Apr-20,213,213,,4/17/2020,4/3/2020,confirmed plus probable cases,Wisconsin,"9,568",205,,205,28,233
16-Apr-20,213,213,213,4/17/2020,4/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,205,28,233
17-Apr-20,225,225,,4/18/2020,4/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,262,33,295
17-Apr-20,225,225,,4/18/2020,4/4/2020,confirmed plus probable cases,Wisconsin,"9,568",262,,262,33,295
17-Apr-20,225,225,225,4/18/2020,4/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,262,33,295
18-Apr-20,239,239,,4/19/2020,4/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,16,244,16,260
18-Apr-20,239,239,,4/19/2020,4/5/2020,confirmed plus probable cases,Wisconsin,"9,568",244,,244,16,260
18-Apr-20,239,239,239,4/19/2020,4/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,244,16,260
19-Apr-20,250,250,,4/20/2020,4/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,21,208,21,229
19-Apr-20,250,250,,4/20/2020,4/6/2020,confirmed plus probable cases,Wisconsin,"9,568",208,,208,21,229
19-Apr-20,250,250,250,4/20/2020,4/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,208,21,229
20-Apr-20,263,263,,4/21/2020,4/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,28,334,28,362
20-Apr-20,263,263,,4/21/2020,4/7/2020,confirmed plus probable cases,Wisconsin,"9,568",334,,334,28,362
20-Apr-20,263,263,263,4/21/2020,4/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,334,28,362
21-Apr-20,269,269,,4/22/2020,4/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,265,36,301
21-Apr-20,269,269,,4/22/2020,4/8/2020,confirmed plus probable cases,Wisconsin,"9,568",265,,265,36,301
21-Apr-20,269,269,269,4/22/2020,4/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,265,36,301
22-Apr-20,285,285,,4/23/2020,4/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,285,34,319
22-Apr-20,285,285,,4/23/2020,4/9/2020,confirmed plus probable cases,Wisconsin,"9,568",285,,285,34,319
22-Apr-20,285,285,285,4/23/2020,4/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,285,34,319
23-Apr-20,291,291,,4/24/2020,4/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,24,253,24,277
23-Apr-20,291,291,,4/24/2020,4/10/2020,confirmed plus probable cases,Wisconsin,"9,568",253,,253,24,277
23-Apr-20,291,291,291,4/24/2020,4/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,253,24,277
24-Apr-20,312,312,,4/25/2020,4/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,38,399,38,437
24-Apr-20,312,312,,4/25/2020,4/11/2020,confirmed plus probable cases,Wisconsin,"9,568",399,,399,38,437
24-Apr-20,312,312,312,4/25/2020,4/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,399,38,437
25-Apr-20,311,311,,4/26/2020,4/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,16,242,16,258
25-Apr-20,311,311,,4/26/2020,4/12/2020,confirmed plus probable cases,Wisconsin,"9,568",242,,242,16,258
25-Apr-20,311,311,311,4/26/2020,4/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,242,16,258
26-Apr-20,310,310,,4/27/2020,4/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,25,193,25,218
26-Apr-20,310,310,,4/27/2020,4/13/2020,confirmed plus probable cases,Wisconsin,"9,568",193,,193,25,218
26-Apr-20,310,310,310,4/27/2020,4/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,193,25,218
27-Apr-20,311,311,,4/28/2020,4/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,26,346,26,372
27-Apr-20,311,311,,4/28/2020,4/14/2020,confirmed plus probable cases,Wisconsin,"9,568",346,,346,26,372
27-Apr-20,311,311,311,4/28/2020,4/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,346,26,372
28-Apr-20,333,333,,4/29/2020,4/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,35,416,35,451
28-Apr-20,333,333,,4/29/2020,4/15/2020,confirmed plus probable cases,Wisconsin,"9,568",416,,416,35,451
28-Apr-20,333,333,333,4/29/2020,4/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,416,35,451
29-Apr-20,344,344,,4/30/2020,4/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,367,34,401
29-Apr-20,344,344,,4/30/2020,4/16/2020,confirmed plus probable cases,Wisconsin,"9,568",367,,367,34,401
29-Apr-20,344,344,344,4/30/2020,4/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,367,34,401
30-Apr-20,362,362,,5/1/2020,4/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,369,34,403
30-Apr-20,362,362,,5/1/2020,4/17/2020,confirmed plus probable cases,Wisconsin,"9,568",369,,369,34,403
30-Apr-20,362,362,362,5/1/2020,4/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,369,34,403
1-May-20,357,357,,5/2/2020,4/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,23,375,23,398
1-May-20,357,357,,5/2/2020,4/18/2020,confirmed plus probable cases,Wisconsin,"9,568",375,,375,23,398
1-May-20,357,357,357,5/2/2020,4/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,375,23,398
2-May-20,357,357,,5/3/2020,4/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,234,22,256
2-May-20,357,357,,5/3/2020,4/19/2020,confirmed plus probable cases,Wisconsin,"9,568",234,,234,22,256
2-May-20,357,357,357,5/3/2020,4/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,234,22,256
3-May-20,356,356,,5/4/2020,4/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,10,201,10,211
3-May-20,356,356,,5/4/2020,4/20/2020,confirmed plus probable cases,Wisconsin,"9,568",201,,201,10,211
3-May-20,356,356,356,5/4/2020,4/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,201,10,211
4-May-20,367,367,,5/5/2020,4/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,412,41,453
4-May-20,367,367,,5/5/2020,4/21/2020,confirmed plus probable cases,Wisconsin,"9,568",412,,412,41,453
4-May-20,367,367,367,5/5/2020,4/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,412,41,453
5-May-20,354,354,,5/6/2020,4/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,20,340,20,360
5-May-20,354,354,,5/6/2020,4/22/2020,confirmed plus probable cases,Wisconsin,"9,568",340,,340,20,360
5-May-20,354,354,354,5/6/2020,4/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,340,20,360
6-May-20,350,350,,5/7/2020,4/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,338,33,371
6-May-20,350,350,,5/7/2020,4/23/2020,confirmed plus probable cases,Wisconsin,"9,568",338,,338,33,371
6-May-20,350,350,350,5/7/2020,4/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,338,33,371
7-May-20,353,353,,5/8/2020,4/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,25,399,25,424
7-May-20,353,353,,5/8/2020,4/24/2020,confirmed plus probable cases,Wisconsin,"9,568",399,,399,25,424
7-May-20,353,353,353,5/8/2020,4/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,399,25,424
8-May-20,351,351,,5/9/2020,4/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,24,358,24,382
8-May-20,351,351,,5/9/2020,4/25/2020,confirmed plus probable cases,Wisconsin,"9,568",358,,358,24,382
8-May-20,351,351,351,5/9/2020,4/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,358,24,382
9-May-20,349,349,,5/10/2020,4/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,25,222,25,247
9-May-20,349,349,,5/10/2020,4/26/2020,confirmed plus probable cases,Wisconsin,"9,568",222,,222,25,247
9-May-20,349,349,349,5/10/2020,4/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,222,25,247
10-May-20,358,358,,5/11/2020,4/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,18,252,18,270
10-May-20,358,358,,5/11/2020,4/27/2020,confirmed plus probable cases,Wisconsin,"9,568",252,,252,18,270
10-May-20,358,358,358,5/11/2020,4/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,252,18,270
11-May-20,371,371,,5/12/2020,4/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,510,36,546
11-May-20,371,371,,5/12/2020,4/28/2020,confirmed plus probable cases,Wisconsin,"9,568",510,,510,36,546
11-May-20,371,371,371,5/12/2020,4/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,510,36,546
12-May-20,393,393,,5/13/2020,4/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,476,41,517
12-May-20,393,393,,5/13/2020,4/29/2020,confirmed plus probable cases,Wisconsin,"9,568",476,,476,41,517
12-May-20,393,393,393,5/13/2020,4/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,476,41,517
13-May-20,423,423,,5/14/2020,4/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,40,538,40,578
13-May-20,423,423,,5/14/2020,4/30/2020,confirmed plus probable cases,Wisconsin,"9,568",538,,538,40,578
13-May-20,423,423,423,5/14/2020,4/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,538,40,578
14-May-20,443,443,,5/15/2020,5/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,44,523,44,567
14-May-20,443,443,,5/15/2020,5/1/2020,confirmed plus probable cases,Wisconsin,"9,568",523,,523,44,567
14-May-20,443,443,443,5/15/2020,5/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,523,44,567
15-May-20,478,478,,5/16/2020,5/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,52,574,52,626
15-May-20,478,478,,5/16/2020,5/2/2020,confirmed plus probable cases,Wisconsin,"9,568",574,,574,52,626
15-May-20,478,478,478,5/16/2020,5/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,574,52,626
16-May-20,501,501,,5/17/2020,5/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,369,34,403
16-May-20,501,501,,5/17/2020,5/3/2020,confirmed plus probable cases,Wisconsin,"9,568",369,,369,34,403
16-May-20,501,501,501,5/17/2020,5/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,369,34,403
17-May-20,501,501,,5/18/2020,5/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,23,247,23,270
17-May-20,501,501,,5/18/2020,5/4/2020,confirmed plus probable cases,Wisconsin,"9,568",247,,247,23,270
17-May-20,501,501,501,5/18/2020,5/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,247,23,270
18-May-20,522,522,,5/19/2020,5/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,663,36,699
18-May-20,522,522,,5/19/2020,5/5/2020,confirmed plus probable cases,Wisconsin,"9,568",663,,663,36,699
18-May-20,522,522,522,5/19/2020,5/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,663,36,699
19-May-20,540,540,,5/20/2020,5/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,601,36,637
19-May-20,540,540,,5/20/2020,5/6/2020,confirmed plus probable cases,Wisconsin,"9,568",601,,601,36,637
19-May-20,540,540,540,5/20/2020,5/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,601,36,637
20-May-20,545,545,,5/21/2020,5/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,576,39,615
20-May-20,545,545,,5/21/2020,5/7/2020,confirmed plus probable cases,Wisconsin,"9,568",576,,576,39,615
20-May-20,545,545,545,5/21/2020,5/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,576,39,615
21-May-20,543,543,,5/22/2020,5/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,45,508,45,553
21-May-20,543,543,,5/22/2020,5/8/2020,confirmed plus probable cases,Wisconsin,"9,568",508,,508,45,553
21-May-20,543,543,543,5/22/2020,5/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,508,45,553
22-May-20,528,528,,5/23/2020,5/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,36,487,36,523
22-May-20,528,528,,5/23/2020,5/9/2020,confirmed plus probable cases,Wisconsin,"9,568",487,,487,36,523
22-May-20,528,528,528,5/23/2020,5/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,487,36,523
23-May-20,515,515,,5/24/2020,5/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,26,288,26,314
23-May-20,515,515,,5/24/2020,5/10/2020,confirmed plus probable cases,Wisconsin,"9,568",288,,288,26,314
23-May-20,515,515,515,5/24/2020,5/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,288,26,314
24-May-20,506,506,,5/25/2020,5/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,9,194,9,203
24-May-20,506,506,,5/25/2020,5/11/2020,confirmed plus probable cases,Wisconsin,"9,568",194,,194,9,203
24-May-20,506,506,506,5/25/2020,5/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,194,9,203
25-May-20,438,438,,5/26/2020,5/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,25,202,25,227
25-May-20,438,438,,5/26/2020,5/12/2020,confirmed plus probable cases,Wisconsin,"9,568",202,,202,25,227
25-May-20,438,438,438,5/26/2020,5/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,202,25,227
26-May-20,433,433,,5/27/2020,5/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,59,541,59,600
26-May-20,433,433,,5/27/2020,5/13/2020,confirmed plus probable cases,Wisconsin,"9,568",541,,541,59,600
26-May-20,433,433,433,5/27/2020,5/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,541,59,600
27-May-20,442,442,,5/28/2020,5/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,639,41,680
27-May-20,442,442,,5/28/2020,5/14/2020,confirmed plus probable cases,Wisconsin,"9,568",639,,639,41,680
27-May-20,442,442,442,5/28/2020,5/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,639,41,680
28-May-20,424,424,,5/29/2020,5/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,27,398,27,425
28-May-20,424,424,,5/29/2020,5/15/2020,confirmed plus probable cases,Wisconsin,"9,568",398,,398,27,425
28-May-20,424,424,424,5/29/2020,5/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,398,27,425
29-May-20,409,409,,5/30/2020,5/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,33,384,33,417
29-May-20,409,409,,5/30/2020,5/16/2020,confirmed plus probable cases,Wisconsin,"9,568",384,,384,33,417
29-May-20,409,409,409,5/30/2020,5/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,384,33,417
30-May-20,397,397,,5/31/2020,5/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,23,209,23,232
30-May-20,397,397,,5/31/2020,5/17/2020,confirmed plus probable cases,Wisconsin,"9,568",209,,209,23,232
30-May-20,397,397,397,5/31/2020,5/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,209,23,232
31-May-20,396,396,,6/1/2020,5/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,12,184,12,196
31-May-20,396,396,,6/1/2020,5/18/2020,confirmed plus probable cases,Wisconsin,"9,568",184,,184,12,196
31-May-20,396,396,396,6/1/2020,5/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,184,12,196
1-Jun-20,435,435,,6/2/2020,5/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,38,462,38,500
1-Jun-20,435,435,,6/2/2020,5/19/2020,confirmed plus probable cases,Wisconsin,"9,568",462,,462,38,500
1-Jun-20,435,435,435,6/2/2020,5/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,462,38,500
2-Jun-20,406,406,,6/3/2020,5/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,23,373,23,396
2-Jun-20,406,406,,6/3/2020,5/20/2020,confirmed plus probable cases,Wisconsin,"9,568",373,,373,23,396
2-Jun-20,406,406,406,6/3/2020,5/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,373,23,396
3-Jun-20,368,368,,6/4/2020,5/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,28,383,28,411
3-Jun-20,368,368,,6/4/2020,5/21/2020,confirmed plus probable cases,Wisconsin,"9,568",383,,383,28,411
3-Jun-20,368,368,368,6/4/2020,5/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,383,28,411
4-Jun-20,362,362,,6/5/2020,5/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,38,350,38,388
4-Jun-20,362,362,,6/5/2020,5/22/2020,confirmed plus probable cases,Wisconsin,"9,568",350,,350,38,388
4-Jun-20,362,362,362,6/5/2020,5/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,350,38,388
5-Jun-20,358,358,,6/6/2020,5/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,30,355,30,385
5-Jun-20,358,358,,6/6/2020,5/23/2020,confirmed plus probable cases,Wisconsin,"9,568",355,,355,30,385
5-Jun-20,358,358,358,6/6/2020,5/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,355,30,385
6-Jun-20,364,364,,6/7/2020,5/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,15,262,15,277
6-Jun-20,364,364,,6/7/2020,5/24/2020,confirmed plus probable cases,Wisconsin,"9,568",262,,262,15,277
6-Jun-20,364,364,364,6/7/2020,5/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,262,15,277
7-Jun-20,366,366,,6/8/2020,5/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,11,199,11,210
7-Jun-20,366,366,,6/8/2020,5/25/2020,confirmed plus probable cases,Wisconsin,"9,568",199,,199,11,210
7-Jun-20,366,366,366,6/8/2020,5/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,199,11,210
8-Jun-20,354,354,,6/9/2020,5/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,22,389,22,411
8-Jun-20,354,354,,6/9/2020,5/26/2020,confirmed plus probable cases,Wisconsin,"9,568",389,,389,22,411
8-Jun-20,354,354,354,6/9/2020,5/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,389,22,411
9-Jun-20,356,356,,6/10/2020,5/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,40,372,40,412
9-Jun-20,356,356,,6/10/2020,5/27/2020,confirmed plus probable cases,Wisconsin,"9,568",372,,372,40,412
9-Jun-20,356,356,356,6/10/2020,5/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,372,40,412
10-Jun-20,351,351,,6/11/2020,5/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,41,335,41,376
10-Jun-20,351,351,,6/11/2020,5/28/2020,confirmed plus probable cases,Wisconsin,"9,568",335,,335,41,376
10-Jun-20,351,351,351,6/11/2020,5/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,335,41,376
11-Jun-20,340,340,,6/12/2020,5/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,42,272,42,314
11-Jun-20,340,340,,6/12/2020,5/29/2020,confirmed plus probable cases,Wisconsin,"9,568",272,,272,42,314
11-Jun-20,340,340,340,6/12/2020,5/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,272,42,314
12-Jun-20,331,331,,6/13/2020,5/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,28,292,28,320
12-Jun-20,331,331,,6/13/2020,5/30/2020,confirmed plus probable cases,Wisconsin,"9,568",292,,292,28,320
12-Jun-20,331,331,331,6/13/2020,5/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,292,28,320
13-Jun-20,325,325,,6/14/2020,5/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,18,217,18,235
13-Jun-20,325,325,,6/14/2020,5/31/2020,confirmed plus probable cases,Wisconsin,"9,568",217,,217,18,235
13-Jun-20,325,325,325,6/14/2020,5/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,,217,18,235
14-Jun-20,327,327,,6/15/2020,6/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,18,205,18,223
14-Jun-20,327,327,,6/15/2020,6/1/2020,confirmed plus probable cases,Wisconsin,"9,568",205,,205,18,223
14-Jun-20,327,327,327,6/15/2020,6/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,205,18,223
15-Jun-20,346,346,,6/16/2020,6/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,40,504,40,544
15-Jun-20,346,346,,6/16/2020,6/2/2020,confirmed plus probable cases,Wisconsin,"9,568",504,,504,40,544
15-Jun-20,346,346,346,6/16/2020,6/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,504,40,544
16-Jun-20,348,348,,6/17/2020,6/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,391,34,425
16-Jun-20,348,348,,6/17/2020,6/3/2020,confirmed plus probable cases,Wisconsin,"9,568",391,,391,34,425
16-Jun-20,348,348,348,6/17/2020,6/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,391,34,425
17-Jun-20,359,359,,6/18/2020,6/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,34,421,34,455
17-Jun-20,359,359,,6/18/2020,6/4/2020,confirmed plus probable cases,Wisconsin,"9,568",421,,421,34,455
17-Jun-20,359,359,359,6/18/2020,6/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,421,34,455
18-Jun-20,381,381,,6/19/2020,6/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,45,421,45,466
18-Jun-20,381,381,,6/19/2020,6/5/2020,confirmed plus probable cases,Wisconsin,"9,568",421,,421,45,466
18-Jun-20,381,381,381,6/19/2020,6/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,421,45,466
19-Jun-20,397,397,,6/20/2020,6/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,37,396,37,433
19-Jun-20,397,397,,6/20/2020,6/6/2020,confirmed plus probable cases,Wisconsin,"9,568",396,,396,37,433
19-Jun-20,397,397,397,6/20/2020,6/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,396,37,433
20-Jun-20,412,412,,6/21/2020,6/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,24,315,24,339
20-Jun-20,412,412,,6/21/2020,6/7/2020,confirmed plus probable cases,Wisconsin,"9,568",315,,315,24,339
20-Jun-20,412,412,412,6/21/2020,6/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,315,24,339
21-Jun-20,430,430,,6/22/2020,6/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,16,334,16,350
21-Jun-20,430,430,,6/22/2020,6/8/2020,confirmed plus probable cases,Wisconsin,"9,568",334,,334,16,350
21-Jun-20,430,430,430,6/22/2020,6/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,334,16,350
22-Jun-20,447,447,,6/23/2020,6/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,30,631,30,661
22-Jun-20,447,447,,6/23/2020,6/9/2020,confirmed plus probable cases,Wisconsin,"9,568",631,,631,30,661
22-Jun-20,447,447,447,6/23/2020,6/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,631,30,661
23-Jun-20,481,481,,6/24/2020,6/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,39,627,39,666
23-Jun-20,481,481,,6/24/2020,6/10/2020,confirmed plus probable cases,Wisconsin,"9,568",627,,627,39,666
23-Jun-20,481,481,481,6/24/2020,6/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,627,39,666
24-Jun-20,508,508,,6/25/2020,6/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,32,610,32,642
24-Jun-20,508,508,,6/25/2020,6/11/2020,confirmed plus probable cases,Wisconsin,"9,568",610,,610,32,642
24-Jun-20,508,508,508,6/25/2020,6/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,610,32,642
25-Jun-20,533,533,,6/26/2020,6/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,42,598,42,640
25-Jun-20,533,533,,6/26/2020,6/12/2020,confirmed plus probable cases,Wisconsin,"9,568",598,,598,42,640
25-Jun-20,533,533,533,6/26/2020,6/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,598,42,640
