Day of Result Date,Day of MaxDate,Day of Min 14 days,Measure Names,Measure Values,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
"September 20, 2020","October 19, 2020","October 4, 2020",People tested negative,7436,7436,1323,15.265113945,15.265113945,8759
"September 19, 2020","October 19, 2020","October 4, 2020",People tested negative,9603,9603,1730,15.217125681,15.217125681,11333
"September 18, 2020","October 19, 2020","October 4, 2020",People tested negative,11995,11995,2405,14.851411405,14.851411405,14400
"September 17, 2020","October 19, 2020","October 4, 2020",People tested negative,11602,11602,2151,14.408366744,14.408366744,13753
"September 16, 2020","October 19, 2020","October 4, 2020",People tested negative,12810,12810,2399,14.226977077,14.226977077,15209
"September 15, 2020","October 19, 2020","October 4, 2020",People tested negative,9727,9727,1503,14.049264780,14.049264780,11230
"September 14, 2020","October 19, 2020","October 4, 2020",People tested negative,7734,7734,1263,14.014603135,14.014603135,8997
"September 13, 2020","October 19, 2020","October 4, 2020",People tested negative,5917,5917,1003,13.691239843,13.691239843,6920
"September 12, 2020","October 19, 2020","October 4, 2020",People tested negative,8809,8809,1240,13.340363828,13.340363828,10049
"September 11, 2020","October 19, 2020","October 4, 2020",People tested negative,8300,8300,1366,13.360693901,13.360693901,9666
"September 10, 2020","October 19, 2020","October 4, 2020",People tested negative,9078,9078,1572,12.874927772,12.874927772,10650
"September 9, 2020","October 19, 2020","October 4, 2020",People tested negative,9998,9998,1789,12.205113463,12.205113463,11787
"September 8, 2020","October 19, 2020","October 4, 2020",People tested negative,4806,4806,673,11.325226909,11.325226909,5479
"September 7, 2020","October 19, 2020","October 4, 2020",People tested negative,5566,5566,681,10.919848420,10.919848420,6247
"September 6, 2020","October 19, 2020","October 4, 2020",People tested negative,6035,6035,775,10.474092321,10.474092321,6810
"September 5, 2020","October 19, 2020","October 4, 2020",People tested negative,6460,6460,892,10.106640814,10.106640814,7352
"September 4, 2020","October 19, 2020","October 4, 2020",People tested negative,7815,7815,971,9.632281721,9.632281721,8786
"September 3, 2020","October 19, 2020","October 4, 2020",People tested negative,8184,8184,1012,9.288375103,9.288375103,9196
"September 2, 2020","October 19, 2020","October 4, 2020",People tested negative,7150,7150,873,9.005359918,9.005359918,8023
"September 1, 2020","October 19, 2020","October 4, 2020",People tested negative,8625,8625,905,8.737251424,8.737251424,9530
"August 31, 2020","October 19, 2020","October 4, 2020",People tested negative,7340,7340,610,8.521077741,8.521077741,7950
"August 30, 2020","October 19, 2020","October 4, 2020",People tested negative,6352,6352,575,8.557564291,8.557564291,6927
"August 29, 2020","October 19, 2020","October 4, 2020",People tested negative,6781,6781,623,8.362105986,8.362105986,7404
"August 28, 2020","October 19, 2020","October 4, 2020",People tested negative,7436,7436,713,8.180420118,8.180420118,8149
"August 27, 2020","October 19, 2020","October 4, 2020",People tested negative,8435,8435,859,8.178271048,8.178271048,9294
"August 26, 2020","October 19, 2020","October 4, 2020",People tested negative,8542,8542,838,8.018183075,8.018183075,9380
"August 25, 2020","October 19, 2020","October 4, 2020",People tested negative,8996,8996,801,7.908193008,7.908193008,9797
"August 24, 2020","October 19, 2020","October 4, 2020",People tested negative,5657,5657,476,7.692946472,7.692946472,6133
"August 23, 2020","October 19, 2020","October 4, 2020",People tested negative,7500,7500,558,7.642530033,7.642530033,8058
"August 22, 2020","October 19, 2020","October 4, 2020",People tested negative,5975,5975,436,7.758693629,7.758693629,6411
"August 21, 2020","October 19, 2020","October 4, 2020",People tested negative,7844,7844,748,7.749403263,7.749403263,8592
"August 20, 2020","October 19, 2020","October 4, 2020",People tested negative,8703,8703,782,7.667575533,7.667575533,9485
"August 19, 2020","October 19, 2020","October 4, 2020",People tested negative,10616,10616,947,7.886503398,7.886503398,11563
"August 18, 2020","October 19, 2020","October 4, 2020",People tested negative,9284,9284,685,7.932997694,7.932997694,9969
"August 17, 2020","October 19, 2020","October 4, 2020",People tested negative,5740,5740,450,8.074808174,8.074808174,6190
"August 16, 2020","October 19, 2020","October 4, 2020",People tested negative,6348,6348,537,8.013877653,8.013877653,6885
"August 15, 2020","October 19, 2020","October 4, 2020",People tested negative,7891,7891,591,7.910278772,7.910278772,8482
"August 14, 2020","October 19, 2020","October 4, 2020",People tested negative,10002,10002,873,8.035565266,8.035565266,10875
"August 13, 2020","October 19, 2020","October 4, 2020",People tested negative,9885,9885,1034,8.031252839,8.031252839,10919
"August 12, 2020","October 19, 2020","October 4, 2020",People tested negative,9551,9551,888,7.910173609,7.910173609,10439
"August 11, 2020","October 19, 2020","October 4, 2020",People tested negative,8927,8927,752,7.685588269,7.685588269,9679
"August 10, 2020","October 19, 2020","October 4, 2020",People tested negative,6521,6521,476,7.598557393,7.598557393,6997
"August 9, 2020","October 19, 2020","October 4, 2020",People tested negative,7411,7411,556,7.650754109,7.650754109,7967
"August 8, 2020","October 19, 2020","October 4, 2020",People tested negative,8314,8314,717,7.575879884,7.575879884,9031
"August 7, 2020","October 19, 2020","October 4, 2020",People tested negative,10129,10129,881,7.584761040,7.584761040,11010
"August 6, 2020","October 19, 2020","October 4, 2020",People tested negative,11315,11315,1070,7.574634766,7.574634766,12385
"August 5, 2020","October 19, 2020","October 4, 2020",People tested negative,11848,11848,915,7.603248661,7.603248661,12763
"August 4, 2020","October 19, 2020","October 4, 2020",People tested negative,11332,11332,884,7.717154421,7.717154421,12216
"August 3, 2020","October 19, 2020","October 4, 2020",People tested negative,7862,7862,628,7.625667761,7.625667761,8490
"August 2, 2020","October 19, 2020","October 4, 2020",People tested negative,7897,7897,536,7.510488608,7.510488608,8433
"August 1, 2020","October 19, 2020","October 4, 2020",People tested negative,8824,8824,766,7.472334004,7.472334004,9590
"July 31, 2020","October 19, 2020","October 4, 2020",People tested negative,10766,10766,925,7.441193558,7.441193558,11691
"July 30, 2020","October 19, 2020","October 4, 2020",People tested negative,10982,10982,1066,7.331634510,7.331634510,12048
"July 29, 2020","October 19, 2020","October 4, 2020",People tested negative,13476,13476,1144,7.086763399,7.086763399,14620
"July 28, 2020","October 19, 2020","October 4, 2020",People tested negative,11954,11954,859,6.942906658,6.942906658,12813
"July 27, 2020","October 19, 2020","October 4, 2020",People tested negative,7748,7748,522,6.997745314,6.997745314,8270
"July 26, 2020","October 19, 2020","October 4, 2020",People tested negative,9828,9828,660,6.972536493,6.972536493,10488
"July 25, 2020","October 19, 2020","October 4, 2020",People tested negative,10127,10127,844,6.973058637,6.973058637,10971
"July 24, 2020","October 19, 2020","October 4, 2020",People tested negative,12253,12253,947,6.886047709,6.886047709,13200
"July 23, 2020","October 19, 2020","October 4, 2020",People tested negative,13056,13056,1007,6.925207756,6.925207756,14063
"July 22, 2020","October 19, 2020","October 4, 2020",People tested negative,12357,12357,930,6.830251456,6.830251456,13287
"July 21, 2020","October 19, 2020","October 4, 2020",People tested negative,13828,13828,1049,6.774502318,6.774502318,14877
"July 20, 2020","October 19, 2020","October 4, 2020",People tested negative,11845,11845,806,6.665876445,6.665876445,12651
"July 19, 2020","October 19, 2020","October 4, 2020",People tested negative,10475,10475,709,6.575645997,6.575645997,11184
"July 18, 2020","October 19, 2020","October 4, 2020",People tested negative,12998,12998,972,6.561195342,6.561195342,13970
"July 17, 2020","October 19, 2020","October 4, 2020",People tested negative,12801,12801,1027,6.447309417,6.447309417,13828
"July 16, 2020","October 19, 2020","October 4, 2020",People tested negative,13065,13065,912,6.549222323,6.549222323,13977
"July 15, 2020","October 19, 2020","October 4, 2020",People tested negative,11670,11670,824,6.559852067,6.559852067,12494
"July 14, 2020","October 19, 2020","October 4, 2020",People tested negative,13761,13761,936,6.512863109,6.512863109,14697
"July 13, 2020","October 19, 2020","October 4, 2020",People tested negative,11243,11243,674,6.442553295,6.442553295,11917
"July 12, 2020","October 19, 2020","October 4, 2020",People tested negative,9510,9510,627,6.553429315,6.553429315,10137
"July 11, 2020","October 19, 2020","October 4, 2020",People tested negative,11399,11399,751,6.560887895,6.560887895,12150
"July 10, 2020","October 19, 2020","October 4, 2020",People tested negative,10885,10885,990,6.533002929,6.533002929,11875
"July 9, 2020","October 19, 2020","October 4, 2020",People tested negative,11371,11371,803,6.170910575,6.170910575,12174
"July 8, 2020","October 19, 2020","October 4, 2020",People tested negative,11741,11741,786,6.185730334,6.185730334,12527
"July 7, 2020","October 19, 2020","October 4, 2020",People tested negative,11136,11136,691,6.014556387,6.014556387,11827
"July 6, 2020","October 19, 2020","October 4, 2020",People tested negative,6523,6523,441,5.930847416,5.930847416,6964
"July 5, 2020","October 19, 2020","October 4, 2020",People tested negative,6317,6317,409,5.865407819,5.865407819,6726
"July 4, 2020","October 19, 2020","October 4, 2020",People tested negative,8411,8411,520,5.731927535,5.731927535,8931
"July 3, 2020","October 19, 2020","October 4, 2020",People tested negative,11160,11160,734,5.653376019,5.653376019,11894
"July 2, 2020","October 19, 2020","October 4, 2020",People tested negative,9851,9851,714,5.552880999,5.552880999,10565
"July 1, 2020","October 19, 2020","October 4, 2020",People tested negative,9748,9748,532,5.345201238,5.345201238,10280
"June 30, 2020","October 19, 2020","October 4, 2020",People tested negative,9721,9721,542,5.237826888,5.237826888,10263
"June 29, 2020","October 19, 2020","October 4, 2020",People tested negative,7207,7207,438,5.112111773,5.112111773,7645
"June 28, 2020","October 19, 2020","October 4, 2020",People tested negative,8634,8634,456,4.968200995,4.968200995,9090
"June 27, 2020","October 19, 2020","October 4, 2020",People tested negative,8514,8514,469,4.854337045,4.854337045,8983
"June 26, 2020","October 19, 2020","October 4, 2020",People tested negative,9104,9104,540,4.730856710,4.730856710,9644
"June 25, 2020","October 19, 2020","October 4, 2020",People tested negative,8219,8219,476,4.490348798,4.490348798,8695
"June 24, 2020","October 19, 2020","October 4, 2020",People tested negative,10819,10819,518,4.161779982,4.161779982,11337
"June 23, 2020","October 19, 2020","October 4, 2020",People tested negative,9034,9034,418,3.947255464,3.947255464,9452
"June 22, 2020","October 19, 2020","October 4, 2020",People tested negative,6044,6044,279,3.795066414,3.795066414,6323
"June 21, 2020","October 19, 2020","October 4, 2020",People tested negative,6204,6204,256,3.682968910,3.682968910,6460
"June 20, 2020","October 19, 2020","October 4, 2020",People tested negative,7123,7123,321,3.642929771,3.642929771,7444
"June 19, 2020","October 19, 2020","October 4, 2020",People tested negative,8965,8965,384,3.546049515,3.546049515,9349
"June 18, 2020","October 19, 2020","October 4, 2020",People tested negative,9013,9013,308,3.293475981,3.293475981,9321
"June 17, 2020","October 19, 2020","October 4, 2020",People tested negative,9561,9561,333,3.273005975,3.273005975,9894
"June 16, 2020","October 19, 2020","October 4, 2020",People tested negative,8353,8353,299,3.267050291,3.267050291,8652
"June 15, 2020","October 19, 2020","October 4, 2020",People tested negative,5491,5491,191,3.238361611,3.238361611,5682
"June 14, 2020","October 19, 2020","October 4, 2020",People tested negative,6458,6458,242,3.243982130,3.243982130,6700
"June 13, 2020","October 19, 2020","October 4, 2020",People tested negative,7131,7131,264,3.196026291,3.196026291,7395
"June 12, 2020","October 19, 2020","October 4, 2020",People tested negative,9313,9313,247,3.178671282,3.178671282,9560
"June 11, 2020","October 19, 2020","October 4, 2020",People tested negative,9223,9223,303,3.314825282,3.314825282,9526
"June 10, 2020","October 19, 2020","October 4, 2020",People tested negative,10850,10850,373,3.337570483,3.337570483,11223
"June 9, 2020","October 19, 2020","October 4, 2020",People tested negative,8963,8963,302,3.333114086,3.333114086,9265
"June 8, 2020","October 19, 2020","October 4, 2020",People tested negative,6104,6104,215,3.320171109,3.320171109,6319
"June 7, 2020","October 19, 2020","October 4, 2020",People tested negative,6298,6298,207,3.256415450,3.256415450,6505
"June 6, 2020","October 19, 2020","October 4, 2020",People tested negative,7427,7427,263,3.117284869,3.117284869,7690
"June 5, 2020","October 19, 2020","October 4, 2020",People tested negative,9295,9295,331,3.034940803,3.034940803,9626
"June 4, 2020","October 19, 2020","October 4, 2020",People tested negative,10377,10377,357,3.314925031,3.314925031,10734
"June 3, 2020","October 19, 2020","October 4, 2020",People tested negative,10323,10323,352,3.571893205,3.571893205,10675
"June 2, 2020","October 19, 2020","October 4, 2020",People tested negative,8938,8938,293,3.736231884,3.736231884,9231
"June 1, 2020","October 19, 2020","October 4, 2020",People tested negative,9433,9433,287,3.848254422,3.848254422,9720
"May 31, 2020","October 19, 2020","October 4, 2020",People tested negative,9349,9349,213,4.061036539,4.061036539,9562
"May 30, 2020","October 19, 2020","October 4, 2020",People tested negative,9443,9443,269,4.229087318,4.229087318,9712
"May 29, 2020","October 19, 2020","October 4, 2020",People tested negative,9716,9716,546,4.400517377,4.400517377,10262
"May 28, 2020","October 19, 2020","October 4, 2020",People tested negative,9506,9506,511,4.335889156,4.335889156,10017
"May 27, 2020","October 19, 2020","October 4, 2020",People tested negative,10037,10037,459,4.425321803,4.425321803,10496
"May 26, 2020","October 19, 2020","October 4, 2020",People tested negative,11177,11177,463,4.441148486,4.441148486,11640
"May 25, 2020","October 19, 2020","October 4, 2020",People tested negative,8172,8172,392,4.605253740,4.605253740,8564
"May 24, 2020","October 19, 2020","October 4, 2020",People tested negative,9841,9841,358,4.479143758,4.479143758,10199
"May 23, 2020","October 19, 2020","October 4, 2020",People tested negative,9549,9549,401,4.625803309,4.625803309,9950
"May 22, 2020","October 19, 2020","October 4, 2020",People tested negative,8967,8967,464,4.755279503,4.755279503,9431
"May 21, 2020","October 19, 2020","October 4, 2020",People tested negative,9230,9230,564,4.819135937,4.819135937,9794
"May 20, 2020","October 19, 2020","October 4, 2020",People tested negative,11358,11358,532,4.750260146,4.750260146,11890
"May 19, 2020","October 19, 2020","October 4, 2020",People tested negative,9521,9521,506,4.905958174,4.905958174,10027
"May 18, 2020","October 19, 2020","October 4, 2020",People tested negative,6684,6684,230,4.937115878,4.937115878,6914
"May 17, 2020","October 19, 2020","October 4, 2020",People tested negative,5390,5390,247,5.178405681,5.178405681,5637
"May 16, 2020","October 19, 2020","October 4, 2020",People tested negative,6354,6354,328,5.220111732,5.220111732,6682
"May 15, 2020","October 19, 2020","October 4, 2020",People tested negative,8325,8325,472,5.319594343,5.319594343,8797
"May 14, 2020","October 19, 2020","October 4, 2020",People tested negative,7289,7289,424,5.396678967,5.396678967,7713
"May 13, 2020","October 19, 2020","October 4, 2020",People tested negative,7047,7047,404,5.613014732,5.613014732,7451
"May 12, 2020","October 19, 2020","October 4, 2020",People tested negative,5623,5623,321,5.733302862,5.733302862,5944
"May 11, 2020","October 19, 2020","October 4, 2020",People tested negative,3900,3900,203,6.018463014,6.018463014,4103
"May 10, 2020","October 19, 2020","October 4, 2020",People tested negative,3876,3876,184,6.299042989,6.299042989,4060
"May 9, 2020","October 19, 2020","October 4, 2020",People tested negative,4645,4645,279,6.719717065,6.719717065,4924
"May 8, 2020","October 19, 2020","October 4, 2020",People tested negative,4538,4538,291,7.129081816,7.129081816,4829
"May 7, 2020","October 19, 2020","October 4, 2020",People tested negative,4776,4776,364,7.770201159,7.770201159,5140
"May 6, 2020","October 19, 2020","October 4, 2020",People tested negative,5641,5641,365,8.163930862,8.163930862,6006
"May 5, 2020","October 19, 2020","October 4, 2020",People tested negative,3980,3980,322,9.084119497,9.084119497,4302
"May 4, 2020","October 19, 2020","October 4, 2020",People tested negative,2994,2994,242,9.283186569,9.283186569,3236
"May 3, 2020","October 19, 2020","October 4, 2020",People tested negative,2966,2966,265,9.337566138,9.337566138,3231
"May 2, 2020","October 19, 2020","October 4, 2020",People tested negative,3517,3517,332,9.374164215,9.374164215,3849
"May 1, 2020","October 19, 2020","October 4, 2020",People tested negative,3177,3177,389,9.400331832,9.400331832,3566
"April 30, 2020","October 19, 2020","October 4, 2020",People tested negative,3069,3069,338,9.239696474,9.239696474,3407
"April 29, 2020","October 19, 2020","October 4, 2020",People tested negative,3426,3426,423,9.282281655,9.282281655,3849
"April 28, 2020","October 19, 2020","October 4, 2020",People tested negative,2897,2897,267,8.957983193,8.957983193,3164
"April 27, 2020","October 19, 2020","October 4, 2020",People tested negative,2367,2367,192,9.137383946,9.137383946,2559
"April 26, 2020","October 19, 2020","October 4, 2020",People tested negative,1878,1878,162,9.499753573,9.499753573,2040
"April 25, 2020","October 19, 2020","October 4, 2020",People tested negative,2298,2298,212,9.619146994,9.619146994,2510
"April 24, 2020","October 19, 2020","October 4, 2020",People tested negative,2365,2365,269,9.752747253,9.752747253,2634
"April 23, 2020","October 19, 2020","October 4, 2020",People tested negative,2136,2136,252,9.733487833,9.733487833,2388
"April 22, 2020","October 19, 2020","October 4, 2020",People tested negative,2310,2310,245,9.407824631,9.407824631,2555
"April 21, 2020","October 19, 2020","October 4, 2020",People tested negative,2109,2109,223,9.390946502,9.390946502,2332
"April 20, 2020","October 19, 2020","October 4, 2020",People tested negative,1594,1594,179,9.353023910,9.353023910,1773
"April 19, 2020","October 19, 2020","October 4, 2020",People tested negative,1047,1047,95,9.353252297,9.353252297,1142
"April 18, 2020","October 19, 2020","October 4, 2020",People tested negative,1579,1579,157,9.570459683,9.570459683,1736
"April 17, 2020","October 19, 2020","October 4, 2020",People tested negative,1689,1689,193,9.612010138,9.612010138,1882
"April 16, 2020","October 19, 2020","October 4, 2020",People tested negative,1574,1574,144,9.223543520,9.223543520,1718
"April 15, 2020","October 19, 2020","October 4, 2020",People tested negative,1417,1417,150,9.406628299,9.406628299,1567
"April 14, 2020","October 19, 2020","October 4, 2020",People tested negative,1412,1412,146,9.553702795,9.553702795,1558
"April 13, 2020","October 19, 2020","October 4, 2020",People tested negative,1051,1051,123,9.765130104,9.765130104,1174
"April 12, 2020","October 19, 2020","October 4, 2020",People tested negative,878,878,103,9.558894813,9.558894813,981
"April 11, 2020","October 19, 2020","October 4, 2020",People tested negative,1251,1251,127,9.540929204,9.540929204,1378
"April 10, 2020","October 19, 2020","October 4, 2020",People tested negative,1501,1501,130,9.643811220,9.643811220,1631
"April 9, 2020","October 19, 2020","October 4, 2020",People tested negative,1620,1620,169,9.855997241,9.855997241,1789
"April 8, 2020","October 19, 2020","October 4, 2020",People tested negative,1508,1508,176,9.823437770,9.823437770,1684
"April 7, 2020","October 19, 2020","October 4, 2020",People tested negative,1450,1450,174,9.782989149,9.782989149,1624
"April 6, 2020","October 19, 2020","October 4, 2020",People tested negative,1121,1121,107,9.807973822,9.807973822,1228
"April 5, 2020","October 19, 2020","October 4, 2020",People tested negative,1362,1362,152,10.017167382,10.017167382,1514
"April 4, 2020","October 19, 2020","October 4, 2020",People tested negative,1585,1585,175,9.835198731,9.835198731,1760
"April 3, 2020","October 19, 2020","October 4, 2020",People tested negative,1808,1808,190,9.761467890,9.761467890,1998
"April 2, 2020","October 19, 2020","October 4, 2020",People tested negative,1585,1585,161,9.591389656,9.591389656,1746
"April 1, 2020","October 19, 2020","October 4, 2020",People tested negative,1399,1399,159,9.549584380,9.549584380,1558
"March 31, 2020","October 19, 2020","October 4, 2020",People tested negative,1614,1614,195,9.556181412,9.556181412,1809
"March 30, 2020","October 19, 2020","October 4, 2020",People tested negative,1130,1130,135,9.129640901,9.129640901,1265
"March 29, 2020","October 19, 2020","October 4, 2020",People tested negative,1110,1110,101,8.912108175,8.912108175,1211
"March 28, 2020","October 19, 2020","October 4, 2020",People tested negative,1190,1190,123,8.717139853,8.717139853,1313
"March 27, 2020","October 19, 2020","October 4, 2020",People tested negative,1464,1464,133,8.294442087,8.294442087,1597
"March 26, 2020","October 19, 2020","October 4, 2020",People tested negative,1451,1451,142,7.699731903,7.699731903,1593
"March 25, 2020","October 19, 2020","October 4, 2020",People tested negative,1354,1354,155,7.037697970,7.037697970,1509
"March 24, 2020","October 19, 2020","October 4, 2020",People tested negative,1259,1259,111,6.435234384,6.435234384,1370
"March 23, 2020","October 19, 2020","October 4, 2020",People tested negative,1064,1064,105,6.010928962,6.010928962,1169
"March 22, 2020","October 19, 2020","October 4, 2020",People tested negative,899,899,60,5.464093102,5.464093102,959
"March 21, 2020","October 19, 2020","October 4, 2020",People tested negative,1155,1155,76,5.254184749,5.254184749,1231
"March 20, 2020","October 19, 2020","October 4, 2020",People tested negative,1425,1425,69,5.023662177,5.023662177,1494
"March 19, 2020","October 19, 2020","October 4, 2020",People tested negative,1179,1179,55,5.233826024,5.233826024,1234
"March 18, 2020","October 19, 2020","October 4, 2020",People tested negative,943,943,69,5.570560432,5.570560432,1012
"March 17, 2020","October 19, 2020","October 4, 2020",People tested negative,731,731,39,4.959919840,4.959919840,770
"March 16, 2020","October 19, 2020","October 4, 2020",People tested negative,329,329,17,4.903536977,4.903536977,346
"March 15, 2020","October 19, 2020","October 4, 2020",People tested negative,351,351,14,4.851157663,4.851157663,365
"March 14, 2020","October 19, 2020","October 4, 2020",People tested negative,260,260,13,5.535055351,5.535055351,273
"March 13, 2020","October 19, 2020","October 4, 2020",People tested negative,118,118,9,6.319702602,6.319702602,127
"March 12, 2020","October 19, 2020","October 4, 2020",People tested negative,65,65,4,5.369127517,5.369127517,69
"March 11, 2020","October 19, 2020","October 4, 2020",People tested negative,43,43,3,4.395604396,4.395604396,46
"March 10, 2020","October 19, 2020","October 4, 2020",People tested negative,17,17,1,2,2,18
"March 9, 2020","October 19, 2020","October 4, 2020",People tested negative,9,9,0,0,0,9
"March 8, 2020","October 19, 2020","October 4, 2020",People tested negative,0,0,0,0,0,0
"March 7, 2020","October 19, 2020","October 4, 2020",People tested negative,0,0,0,0,0,0
"March 6, 2020","October 19, 2020","October 4, 2020",People tested negative,7,7,0,0,0,7
"March 5, 2020","October 19, 2020","October 4, 2020",People tested negative,11,11,0,0,0,11
"March 4, 2020","October 19, 2020","October 4, 2020",People tested negative,5,5,0,0,0,5
"March 3, 2020","October 19, 2020","October 4, 2020",People tested negative,0,0,0,0,0,0
"March 2, 2020","October 19, 2020","October 4, 2020",People tested negative,3,3,0,0,0,3
"March 1, 2020","October 19, 2020","October 4, 2020",People tested negative,0,0,0,0,0,0
"March 1, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 2, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,3,0,0,0,3
"March 3, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 4, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,5,0,0,0,5
"March 5, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,11,0,0,0,11
"March 6, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,7,0,0,0,7
"March 7, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 8, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 9, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,9,0,0,0,9
"March 10, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,17,1,2,2,18
"March 11, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,43,3,4.395604396,4.395604396,46
"March 12, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,65,4,5.369127517,5.369127517,69
"March 13, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,118,9,6.319702602,6.319702602,127
"March 14, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,260,13,5.535055351,5.535055351,273
"March 15, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,351,14,4.851157663,4.851157663,365
"March 16, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,329,17,4.903536977,4.903536977,346
"March 17, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,731,39,4.959919840,4.959919840,770
"March 18, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,943,69,5.570560432,5.570560432,1012
"March 19, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1179,55,5.233826024,5.233826024,1234
"March 20, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1425,69,5.023662177,5.023662177,1494
"March 21, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1155,76,5.254184749,5.254184749,1231
"March 22, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,899,60,5.464093102,5.464093102,959
"March 23, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1064,105,6.010928962,6.010928962,1169
"March 24, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1259,111,6.435234384,6.435234384,1370
"March 25, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1354,155,7.037697970,7.037697970,1509
"March 26, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1451,142,7.699731903,7.699731903,1593
"March 27, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1464,133,8.294442087,8.294442087,1597
"March 28, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1190,123,8.717139853,8.717139853,1313
"March 29, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1110,101,8.912108175,8.912108175,1211
"March 30, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1130,135,9.129640901,9.129640901,1265
"March 31, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1614,195,9.556181412,9.556181412,1809
"April 1, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1399,159,9.549584380,9.549584380,1558
"April 2, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1585,161,9.591389656,9.591389656,1746
"April 3, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1808,190,9.761467890,9.761467890,1998
"April 4, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1585,175,9.835198731,9.835198731,1760
"April 5, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1362,152,10.017167382,10.017167382,1514
"April 6, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1121,107,9.807973822,9.807973822,1228
"April 7, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1450,174,9.782989149,9.782989149,1624
"April 8, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1508,176,9.823437770,9.823437770,1684
"April 9, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1620,169,9.855997241,9.855997241,1789
"April 10, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1501,130,9.643811220,9.643811220,1631
"April 11, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1251,127,9.540929204,9.540929204,1378
"April 12, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,878,103,9.558894813,9.558894813,981
"April 13, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1051,123,9.765130104,9.765130104,1174
"April 14, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1412,146,9.553702795,9.553702795,1558
"April 15, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1417,150,9.406628299,9.406628299,1567
"April 16, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1574,144,9.223543520,9.223543520,1718
"April 17, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1689,193,9.612010138,9.612010138,1882
"April 18, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1579,157,9.570459683,9.570459683,1736
"April 19, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1047,95,9.353252297,9.353252297,1142
"April 20, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,1594,179,9.353023910,9.353023910,1773
"April 21, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,2109,223,9.390946502,9.390946502,2332
"April 22, 2020","October 19, 2020","October 4, 2020",Seven-day average percent positive by person,,2310,245,9.407824631,9.407824631,2555
