Day of Result Date,Day of MaxDate,Day of Min 14 days,Measure Names,Measure Values,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
"September 23, 2020","October 20, 2020","October 5, 2020",People tested negative,13114,13114,2695,15.755969398,15.755969398,15809
"September 22, 2020","October 20, 2020","October 5, 2020",People tested negative,10285,10285,1904,15.522064480,15.522064480,12189
"September 21, 2020","October 20, 2020","October 5, 2020",People tested negative,8770,8770,1405,15.227821986,15.227821986,10175
"September 20, 2020","October 20, 2020","October 5, 2020",People tested negative,7432,7432,1323,15.271683902,15.271683902,8755
"September 19, 2020","October 20, 2020","October 5, 2020",People tested negative,9595,9595,1730,15.223263944,15.223263944,11325
"September 18, 2020","October 20, 2020","October 5, 2020",People tested negative,11984,11984,2405,14.856575189,14.856575189,14389
"September 17, 2020","October 20, 2020","October 5, 2020",People tested negative,11606,11606,2151,14.412738618,14.412738618,13757
"September 16, 2020","October 20, 2020","October 5, 2020",People tested negative,12805,12805,2399,14.233631874,14.233631874,15204
"September 15, 2020","October 20, 2020","October 5, 2020",People tested negative,9716,9716,1504,14.056161120,14.056161120,11220
"September 14, 2020","October 20, 2020","October 5, 2020",People tested negative,7733,7733,1262,14.019427258,14.019427258,8995
"September 13, 2020","October 20, 2020","October 5, 2020",People tested negative,5916,5916,1003,13.697773536,13.697773536,6919
"September 12, 2020","October 20, 2020","October 5, 2020",People tested negative,8806,8806,1240,13.347181694,13.347181694,10046
"September 11, 2020","October 20, 2020","October 5, 2020",People tested negative,8294,8294,1366,13.368993184,13.368993184,9660
"September 10, 2020","October 20, 2020","October 5, 2020",People tested negative,9071,9071,1572,12.882371492,12.882371492,10643
"September 9, 2020","October 20, 2020","October 5, 2020",People tested negative,9993,9993,1789,12.213232650,12.213232650,11782
"September 8, 2020","October 20, 2020","October 5, 2020",People tested negative,4801,4801,673,11.333089072,11.333089072,5474
"September 7, 2020","October 20, 2020","October 5, 2020",People tested negative,5564,5564,681,10.926489000,10.926489000,6245
"September 6, 2020","October 20, 2020","October 5, 2020",People tested negative,6032,6032,775,10.480273549,10.480273549,6807
"September 5, 2020","October 20, 2020","October 5, 2020",People tested negative,6452,6452,892,10.112768279,10.112768279,7344
"September 4, 2020","October 20, 2020","October 5, 2020",People tested negative,7812,7812,971,9.637782739,9.637782739,8783
"September 3, 2020","October 20, 2020","October 5, 2020",People tested negative,8173,8173,1012,9.295040078,9.295040078,9185
"September 2, 2020","October 20, 2020","October 5, 2020",People tested negative,7146,7146,873,9.011653301,9.011653301,8019
"September 1, 2020","October 20, 2020","October 5, 2020",People tested negative,8622,8622,905,8.742106161,8.742106161,9527
"August 31, 2020","October 20, 2020","October 5, 2020",People tested negative,7338,7338,610,8.526328310,8.526328310,7948
"August 30, 2020","October 20, 2020","October 5, 2020",People tested negative,6348,6348,575,8.563162970,8.563162970,6923
"August 29, 2020","October 20, 2020","October 5, 2020",People tested negative,6775,6775,623,8.366999605,8.366999605,7398
"August 28, 2020","October 20, 2020","October 5, 2020",People tested negative,7425,7425,713,8.184679958,8.184679958,8138
"August 27, 2020","October 20, 2020","October 5, 2020",People tested negative,8425,8425,859,8.179909421,8.179909421,9284
"August 26, 2020","October 20, 2020","October 5, 2020",People tested negative,8535,8535,837,8.018468243,8.018468243,9372
"August 25, 2020","October 20, 2020","October 5, 2020",People tested negative,8989,8989,801,7.908371512,7.908371512,9790
"August 24, 2020","October 20, 2020","October 5, 2020",People tested negative,5654,5654,476,7.693202206,7.693202206,6130
"August 23, 2020","October 20, 2020","October 5, 2020",People tested negative,7499,7499,558,7.642772974,7.642772974,8057
"August 22, 2020","October 20, 2020","October 5, 2020",People tested negative,5973,5973,436,7.759233556,7.759233556,6409
"August 21, 2020","October 20, 2020","October 5, 2020",People tested negative,7840,7840,747,7.750175806,7.750175806,8587
"August 20, 2020","October 20, 2020","October 5, 2020",People tested negative,8702,8702,782,7.669872300,7.669872300,9484
"August 19, 2020","October 20, 2020","October 5, 2020",People tested negative,10621,10621,947,7.888935140,7.888935140,11568
"August 18, 2020","October 20, 2020","October 5, 2020",People tested negative,9276,9276,685,7.934615505,7.934615505,9961
"August 17, 2020","October 20, 2020","October 5, 2020",People tested negative,5737,5737,450,8.076080619,8.076080619,6187
"August 16, 2020","October 20, 2020","October 5, 2020",People tested negative,6345,6345,537,8.015124638,8.015124638,6882
"August 15, 2020","October 20, 2020","October 5, 2020",People tested negative,7887,7887,591,7.911610326,7.911610326,8478
"August 14, 2020","October 20, 2020","October 5, 2020",People tested negative,9997,9997,873,8.037150575,8.037150575,10870
"August 13, 2020","October 20, 2020","October 5, 2020",People tested negative,9883,9883,1034,8.033564061,8.033564061,10917
"August 12, 2020","October 20, 2020","October 5, 2020",People tested negative,9563,9563,888,7.913455839,7.913455839,10451
"August 11, 2020","October 20, 2020","October 5, 2020",People tested negative,8922,8922,752,7.690323690,7.690323690,9674
"August 10, 2020","October 20, 2020","October 5, 2020",People tested negative,6518,6518,476,7.603390346,7.603390346,6994
"August 9, 2020","October 20, 2020","October 5, 2020",People tested negative,7407,7407,556,7.656662828,7.656662828,7963
"August 8, 2020","October 20, 2020","October 5, 2020",People tested negative,8308,8308,717,7.582000323,7.582000323,9025
"August 7, 2020","October 20, 2020","October 5, 2020",People tested negative,10118,10118,881,7.591248680,7.591248680,10999
"August 6, 2020","October 20, 2020","October 5, 2020",People tested negative,11304,11304,1070,7.580452920,7.580452920,12374
"August 5, 2020","October 20, 2020","October 5, 2020",People tested negative,11845,11845,915,7.609216198,7.609216198,12760
"August 4, 2020","October 20, 2020","October 5, 2020",People tested negative,11324,11324,884,7.723767235,7.723767235,12208
"August 3, 2020","October 20, 2020","October 5, 2020",People tested negative,7848,7848,628,7.633145242,7.633145242,8476
"August 2, 2020","October 20, 2020","October 5, 2020",People tested negative,7890,7890,536,7.517407986,7.517407986,8426
"August 1, 2020","October 20, 2020","October 5, 2020",People tested negative,8814,8814,766,7.479140711,7.479140711,9580
"July 31, 2020","October 20, 2020","October 5, 2020",People tested negative,10761,10761,925,7.448506216,7.448506216,11686
"July 30, 2020","October 20, 2020","October 5, 2020",People tested negative,10970,10970,1066,7.339616683,7.339616683,12036
"July 29, 2020","October 20, 2020","October 5, 2020",People tested negative,13466,13466,1144,7.093997842,7.093997842,14610
"July 28, 2020","October 20, 2020","October 5, 2020",People tested negative,11948,11948,860,6.949965069,6.949965069,12808
"July 27, 2020","October 20, 2020","October 5, 2020",People tested negative,7739,7739,522,7.003831598,7.003831598,8261
"July 26, 2020","October 20, 2020","October 5, 2020",People tested negative,9820,9820,660,6.978381883,6.978381883,10480
"July 25, 2020","October 20, 2020","October 5, 2020",People tested negative,10110,10110,844,6.978704525,6.978704525,10954
"July 24, 2020","October 20, 2020","October 5, 2020",People tested negative,12238,12238,947,6.890703990,6.890703990,13185
"July 23, 2020","October 20, 2020","October 5, 2020",People tested negative,13048,13048,1007,6.929563651,6.929563651,14055
"July 22, 2020","October 20, 2020","October 5, 2020",People tested negative,12349,12349,930,6.834916231,6.834916231,13279
"July 21, 2020","October 20, 2020","October 5, 2020",People tested negative,13819,13819,1049,6.779022590,6.779022590,14868
"July 20, 2020","October 20, 2020","October 5, 2020",People tested negative,11835,11835,806,6.670332870,6.670332870,12641
"July 19, 2020","October 20, 2020","October 5, 2020",People tested negative,10469,10469,709,6.579862621,6.579862621,11178
"July 18, 2020","October 20, 2020","October 5, 2020",People tested negative,12991,12991,972,6.565595488,6.565595488,13963
"July 17, 2020","October 20, 2020","October 5, 2020",People tested negative,12790,12790,1027,6.451649091,6.451649091,13817
"July 16, 2020","October 20, 2020","October 5, 2020",People tested negative,13052,13052,912,6.552902590,6.552902590,13964
"July 15, 2020","October 20, 2020","October 5, 2020",People tested negative,11664,11664,824,6.563154998,6.563154998,12488
"July 14, 2020","October 20, 2020","October 5, 2020",People tested negative,13752,13752,936,6.516598773,6.516598773,14688
"July 13, 2020","October 20, 2020","October 5, 2020",People tested negative,11236,11236,674,6.446377092,6.446377092,11910
"July 12, 2020","October 20, 2020","October 5, 2020",People tested negative,9502,9502,627,6.557567167,6.557567167,10129
"July 11, 2020","October 20, 2020","October 5, 2020",People tested negative,11393,11393,751,6.564778501,6.564778501,12144
"July 10, 2020","October 20, 2020","October 5, 2020",People tested negative,10885,10885,990,6.536776411,6.536776411,11875
"July 9, 2020","October 20, 2020","October 5, 2020",People tested negative,11364,11364,803,6.174647887,6.174647887,12167
"July 8, 2020","October 20, 2020","October 5, 2020",People tested negative,11729,11729,786,6.189920302,6.189920302,12515
"July 7, 2020","October 20, 2020","October 5, 2020",People tested negative,11127,11127,691,6.017780822,6.017780822,11818
"July 6, 2020","October 20, 2020","October 5, 2020",People tested negative,6516,6516,441,5.934464724,5.934464724,6957
"July 5, 2020","October 20, 2020","October 5, 2020",People tested negative,6314,6314,409,5.868505636,5.868505636,6723
"July 4, 2020","October 20, 2020","October 5, 2020",People tested negative,8408,8408,520,5.735101268,5.735101268,8928
"July 3, 2020","October 20, 2020","October 5, 2020",People tested negative,11158,11158,734,5.658124636,5.658124636,11892
"July 2, 2020","October 20, 2020","October 5, 2020",People tested negative,9840,9840,714,5.558148288,5.558148288,10554
"July 1, 2020","October 20, 2020","October 5, 2020",People tested negative,9747,9747,532,5.349813361,5.349813361,10279
"June 30, 2020","October 20, 2020","October 5, 2020",People tested negative,9708,9708,542,5.243103185,5.243103185,10250
"June 29, 2020","October 20, 2020","October 5, 2020",People tested negative,7205,7205,438,5.116889129,5.116889129,7643
"June 28, 2020","October 20, 2020","October 5, 2020",People tested negative,8628,8628,456,4.973141570,4.973141570,9084
"June 27, 2020","October 20, 2020","October 5, 2020",People tested negative,8508,8508,470,4.859410692,4.859410692,8978
"June 26, 2020","October 20, 2020","October 5, 2020",People tested negative,9097,9097,540,4.734047037,4.734047037,9637
"June 25, 2020","October 20, 2020","October 5, 2020",People tested negative,8216,8216,476,4.493392070,4.493392070,8692
"June 24, 2020","October 20, 2020","October 5, 2020",People tested negative,10808,10808,518,4.165339146,4.165339146,11326
"June 23, 2020","October 20, 2020","October 5, 2020",People tested negative,9027,9027,418,3.950239695,3.950239695,9445
"June 22, 2020","October 20, 2020","October 5, 2020",People tested negative,6040,6040,279,3.798306443,3.798306443,6319
"June 21, 2020","October 20, 2020","October 5, 2020",People tested negative,6198,6198,256,3.686018853,3.686018853,6454
"June 20, 2020","October 20, 2020","October 5, 2020",People tested negative,7121,7121,321,3.642105263,3.642105263,7442
"June 19, 2020","October 20, 2020","October 5, 2020",People tested negative,8958,8958,384,3.545215101,3.545215101,9342
"June 18, 2020","October 20, 2020","October 5, 2020",People tested negative,8999,8999,308,3.292281856,3.292281856,9307
"June 17, 2020","October 20, 2020","October 5, 2020",People tested negative,9557,9557,333,3.269488837,3.269488837,9890
"June 16, 2020","October 20, 2020","October 5, 2020",People tested negative,8341,8341,299,3.263609730,3.263609730,8640
"June 15, 2020","October 20, 2020","October 5, 2020",People tested negative,5489,5489,191,3.234614931,3.234614931,5680
"June 14, 2020","October 20, 2020","October 5, 2020",People tested negative,6459,6459,240,3.240115397,3.240115397,6699
"June 13, 2020","October 20, 2020","October 5, 2020",People tested negative,7128,7128,264,3.195743470,3.195743470,7392
"June 12, 2020","October 20, 2020","October 5, 2020",People tested negative,9309,9309,247,3.178382338,3.178382338,9556
"June 11, 2020","October 20, 2020","October 5, 2020",People tested negative,9220,9220,302,3.314760915,3.314760915,9522
"June 10, 2020","October 20, 2020","October 5, 2020",People tested negative,10846,10846,373,3.339311919,3.339311919,11219
"June 9, 2020","October 20, 2020","October 5, 2020",People tested negative,8957,8957,302,3.335252982,3.335252982,9259
"June 8, 2020","October 20, 2020","October 5, 2020",People tested negative,6105,6105,215,3.322193504,3.322193504,6320
"June 7, 2020","October 20, 2020","October 5, 2020",People tested negative,6292,6292,207,3.258700262,3.258700262,6499
"June 6, 2020","October 20, 2020","October 5, 2020",People tested negative,7424,7424,263,3.119604691,3.119604691,7687
"June 5, 2020","October 20, 2020","October 5, 2020",People tested negative,9288,9288,331,3.037265017,3.037265017,9619
"June 4, 2020","October 20, 2020","October 5, 2020",People tested negative,10370,10370,357,3.317535545,3.317535545,10727
"June 3, 2020","October 20, 2020","October 5, 2020",People tested negative,10312,10312,352,3.575149025,3.575149025,10664
"June 2, 2020","October 20, 2020","October 5, 2020",People tested negative,8934,8934,293,3.740825622,3.740825622,9227
"June 1, 2020","October 20, 2020","October 5, 2020",People tested negative,9426,9426,287,3.853162144,3.853162144,9713
"May 31, 2020","October 20, 2020","October 5, 2020",People tested negative,9338,9338,213,4.066569776,4.066569776,9551
"May 30, 2020","October 20, 2020","October 5, 2020",People tested negative,9437,9437,269,4.234260946,4.234260946,9706
"May 29, 2020","October 20, 2020","October 5, 2020",People tested negative,9707,9707,546,4.405701662,4.405701662,10253
"May 28, 2020","October 20, 2020","October 5, 2020",People tested negative,9491,9491,511,4.341078649,4.341078649,10002
"May 27, 2020","October 20, 2020","October 5, 2020",People tested negative,10030,10030,460,4.429783223,4.429783223,10490
"May 26, 2020","October 20, 2020","October 5, 2020",People tested negative,11166,11166,463,4.443386717,4.443386717,11629
"May 25, 2020","October 20, 2020","October 5, 2020",People tested negative,8159,8159,392,4.606902477,4.606902477,8551
"May 24, 2020","October 20, 2020","October 5, 2020",People tested negative,9838,9838,358,4.479931958,4.479931958,10196
"May 23, 2020","October 20, 2020","October 5, 2020",People tested negative,9545,9545,401,4.626530259,4.626530259,9946
"May 22, 2020","October 20, 2020","October 5, 2020",People tested negative,8958,8958,464,4.756146047,4.756146047,9422
"May 21, 2020","October 20, 2020","October 5, 2020",People tested negative,9228,9228,564,4.821051927,4.821051927,9792
"May 20, 2020","October 20, 2020","October 5, 2020",People tested negative,11364,11364,532,4.752406556,4.752406556,11896
"May 19, 2020","October 20, 2020","October 5, 2020",People tested negative,9521,9521,506,4.909959021,4.909959021,10027
"May 18, 2020","October 20, 2020","October 5, 2020",People tested negative,6684,6684,230,4.942772189,4.942772189,6914
"May 17, 2020","October 20, 2020","October 5, 2020",People tested negative,5389,5389,247,5.184817127,5.184817127,5636
"May 16, 2020","October 20, 2020","October 5, 2020",People tested negative,6349,6349,328,5.227252393,5.227252393,6677
"May 15, 2020","October 20, 2020","October 5, 2020",People tested negative,8323,8323,473,5.327000535,5.327000535,8796
"May 14, 2020","October 20, 2020","October 5, 2020",People tested negative,7285,7285,424,5.402077722,5.402077722,7709
"May 13, 2020","October 20, 2020","October 5, 2020",People tested negative,7035,7035,404,5.620724705,5.620724705,7439
"May 12, 2020","October 20, 2020","October 5, 2020",People tested negative,5610,5610,321,5.740189910,5.740189910,5931
"May 11, 2020","October 20, 2020","October 5, 2020",People tested negative,3898,3898,203,6.023879522,6.023879522,4101
"May 10, 2020","October 20, 2020","October 5, 2020",People tested negative,3871,3871,184,6.305057599,6.305057599,4055
"May 9, 2020","October 20, 2020","October 5, 2020",People tested negative,4641,4641,279,6.726514098,6.726514098,4920
"May 8, 2020","October 20, 2020","October 5, 2020",People tested negative,4539,4539,291,7.136546579,7.136546579,4830
"May 7, 2020","October 20, 2020","October 5, 2020",People tested negative,4761,4761,364,7.778953476,7.778953476,5125
"May 6, 2020","October 20, 2020","October 5, 2020",People tested negative,5637,5637,365,8.169851688,8.169851688,6002
"May 5, 2020","October 20, 2020","October 5, 2020",People tested negative,3979,3979,322,9.089836375,9.089836375,4301
"May 4, 2020","October 20, 2020","October 5, 2020",People tested negative,2991,2991,242,9.290832716,9.290832716,3233
"May 3, 2020","October 20, 2020","October 5, 2020",People tested negative,2960,2960,265,9.344685898,9.344685898,3225
"May 2, 2020","October 20, 2020","October 5, 2020",People tested negative,3513,3513,332,9.379181161,9.379181161,3845
"May 1, 2020","October 20, 2020","October 5, 2020",People tested negative,3177,3177,389,9.409086598,9.409086598,3566
"April 30, 2020","October 20, 2020","October 5, 2020",People tested negative,3067,3067,338,9.251997816,9.251997816,3405
"April 29, 2020","October 20, 2020","October 5, 2020",People tested negative,3426,3426,423,9.294302143,9.294302143,3849
"April 28, 2020","October 20, 2020","October 5, 2020",People tested negative,2892,2892,267,8.971627229,8.971627229,3159
"April 27, 2020","October 20, 2020","October 5, 2020",People tested negative,2366,2366,192,9.149711866,9.149711866,2558
"April 26, 2020","October 20, 2020","October 5, 2020",People tested negative,1878,1878,162,9.512946979,9.512946979,2040
"April 25, 2020","October 20, 2020","October 5, 2020",People tested negative,2296,2296,213,9.632578477,9.632578477,2509
"April 24, 2020","October 20, 2020","October 5, 2020",People tested negative,2358,2358,269,9.760120971,9.760120971,2627
"April 23, 2020","October 20, 2020","October 5, 2020",People tested negative,2136,2136,252,9.737013693,9.737013693,2388
"April 22, 2020","October 20, 2020","October 5, 2020",People tested negative,2308,2308,245,9.412123058,9.412123058,2553
"April 21, 2020","October 20, 2020","October 5, 2020",People tested negative,2108,2108,223,9.392492591,9.392492591,2331
"April 20, 2020","October 20, 2020","October 5, 2020",People tested negative,1593,1593,179,9.354668542,9.354668542,1772
"April 19, 2020","October 20, 2020","October 5, 2020",People tested negative,1048,1048,95,9.354120267,9.354120267,1143
"April 18, 2020","October 20, 2020","October 5, 2020",People tested negative,1578,1578,157,9.573164986,9.573164986,1735
"April 17, 2020","October 20, 2020","October 5, 2020",People tested negative,1688,1688,193,9.616697552,9.616697552,1881
"April 16, 2020","October 20, 2020","October 5, 2020",People tested negative,1573,1573,144,9.232769831,9.232769831,1717
"April 15, 2020","October 20, 2020","October 5, 2020",People tested negative,1419,1419,150,9.414101291,9.414101291,1569
"April 14, 2020","October 20, 2020","October 5, 2020",People tested negative,1411,1411,146,9.573422449,9.573422449,1557
"April 13, 2020","October 20, 2020","October 5, 2020",People tested negative,1051,1051,123,9.784200762,9.784200762,1174
"April 12, 2020","October 20, 2020","October 5, 2020",People tested negative,877,877,103,9.579325755,9.579325755,980
"April 11, 2020","October 20, 2020","October 5, 2020",People tested negative,1248,1248,127,9.559434746,9.559434746,1375
"April 10, 2020","October 20, 2020","October 5, 2020",People tested negative,1495,1495,130,9.659293614,9.659293614,1625
"April 9, 2020","October 20, 2020","October 5, 2020",People tested negative,1621,1621,169,9.868761872,9.868761872,1790
"April 8, 2020","October 20, 2020","October 5, 2020",People tested negative,1497,1497,176,9.838765603,9.838765603,1673
"April 7, 2020","October 20, 2020","October 5, 2020",People tested negative,1450,1450,174,9.788128174,9.788128174,1624
"April 6, 2020","October 20, 2020","October 5, 2020",People tested negative,1119,1119,107,9.814735028,9.814735028,1226
"April 5, 2020","October 20, 2020","October 5, 2020",People tested negative,1362,1362,152,10.020607934,10.020607934,1514
"April 4, 2020","October 20, 2020","October 5, 2020",People tested negative,1585,1585,175,9.837799718,9.837799718,1760
"April 3, 2020","October 20, 2020","October 5, 2020",People tested negative,1805,1805,190,9.766844134,9.766844134,1995
"April 2, 2020","October 20, 2020","October 5, 2020",People tested negative,1583,1583,161,9.595959596,9.595959596,1744
"April 1, 2020","October 20, 2020","October 5, 2020",People tested negative,1400,1400,159,9.553277896,9.553277896,1559
"March 31, 2020","October 20, 2020","October 5, 2020",People tested negative,1612,1612,195,9.561752988,9.561752988,1807
"March 30, 2020","October 20, 2020","October 5, 2020",People tested negative,1132,1132,135,9.137983552,9.137983552,1267
"March 29, 2020","October 20, 2020","October 5, 2020",People tested negative,1111,1111,101,8.923992204,8.923992204,1212
"March 28, 2020","October 20, 2020","October 5, 2020",People tested negative,1187,1187,123,8.730911006,8.730911006,1310
"March 27, 2020","October 20, 2020","October 5, 2020",People tested negative,1462,1462,133,8.305894849,8.305894849,1595
"March 26, 2020","October 20, 2020","October 5, 2020",People tested negative,1450,1450,142,7.725414246,7.725414246,1592
"March 25, 2020","October 20, 2020","October 5, 2020",People tested negative,1353,1353,155,7.063696407,7.063696407,1508
"March 24, 2020","October 20, 2020","October 5, 2020",People tested negative,1254,1254,111,6.464239118,6.464239118,1365
"March 23, 2020","October 20, 2020","October 5, 2020",People tested negative,1062,1062,105,6.033932900,6.033932900,1167
"March 22, 2020","October 20, 2020","October 5, 2020",People tested negative,898,898,60,5.485893417,5.485893417,958
"March 21, 2020","October 20, 2020","October 5, 2020",People tested negative,1154,1154,76,5.275443511,5.275443511,1230
"March 20, 2020","October 20, 2020","October 5, 2020",People tested negative,1405,1405,69,5.045703839,5.045703839,1474
"March 19, 2020","October 20, 2020","October 5, 2020",People tested negative,1176,1176,55,5.241446251,5.241446251,1231
"March 18, 2020","October 20, 2020","October 5, 2020",People tested negative,937,937,69,5.576208178,5.576208178,1006
"March 17, 2020","October 20, 2020","October 5, 2020",People tested negative,734,734,39,4.952476238,4.952476238,773
"March 16, 2020","October 20, 2020","October 5, 2020",People tested negative,329,329,17,4.907481899,4.907481899,346
"March 15, 2020","October 20, 2020","October 5, 2020",People tested negative,352,352,14,4.856512141,4.856512141,366
"March 14, 2020","October 20, 2020","October 5, 2020",People tested negative,261,261,13,5.555555556,5.555555556,274
"March 13, 2020","October 20, 2020","October 5, 2020",People tested negative,116,116,9,6.390977444,6.390977444,125
"March 12, 2020","October 20, 2020","October 5, 2020",People tested negative,65,65,4,5.405405405,5.405405405,69
"March 11, 2020","October 20, 2020","October 5, 2020",People tested negative,43,43,3,4.444444444,4.444444444,46
"March 10, 2020","October 20, 2020","October 5, 2020",People tested negative,16,16,1,2.040816327,2.040816327,17
"March 9, 2020","October 20, 2020","October 5, 2020",People tested negative,9,9,0,0,0,9
"March 8, 2020","October 20, 2020","October 5, 2020",People tested negative,0,0,0,0,0,0
"March 7, 2020","October 20, 2020","October 5, 2020",People tested negative,0,0,0,0,0,0
"March 6, 2020","October 20, 2020","October 5, 2020",People tested negative,7,7,0,0,0,7
"March 5, 2020","October 20, 2020","October 5, 2020",People tested negative,11,11,0,0,0,11
"March 4, 2020","October 20, 2020","October 5, 2020",People tested negative,5,5,0,0,0,5
"March 3, 2020","October 20, 2020","October 5, 2020",People tested negative,0,0,0,0,0,0
"March 2, 2020","October 20, 2020","October 5, 2020",People tested negative,3,3,0,0,0,3
"March 1, 2020","October 20, 2020","October 5, 2020",People tested negative,0,0,0,0,0,0
"March 1, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 2, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,3,0,0,0,3
"March 3, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 4, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,5,0,0,0,5
"March 5, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,11,0,0,0,11
"March 6, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,7,0,0,0,7
"March 7, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 8, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,0,0,0,0,0
"March 9, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,9,0,0,0,9
"March 10, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,16,1,2.040816327,2.040816327,17
"March 11, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,43,3,4.444444444,4.444444444,46
"March 12, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,65,4,5.405405405,5.405405405,69
"March 13, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,116,9,6.390977444,6.390977444,125
"March 14, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,261,13,5.555555556,5.555555556,274
"March 15, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,352,14,4.856512141,4.856512141,366
"March 16, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,329,17,4.907481899,4.907481899,346
"March 17, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,734,39,4.952476238,4.952476238,773
"March 18, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,937,69,5.576208178,5.576208178,1006
"March 19, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1176,55,5.241446251,5.241446251,1231
"March 20, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1405,69,5.045703839,5.045703839,1474
"March 21, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1154,76,5.275443511,5.275443511,1230
"March 22, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,898,60,5.485893417,5.485893417,958
"March 23, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1062,105,6.033932900,6.033932900,1167
"March 24, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1254,111,6.464239118,6.464239118,1365
"March 25, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1353,155,7.063696407,7.063696407,1508
"March 26, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1450,142,7.725414246,7.725414246,1592
"March 27, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1462,133,8.305894849,8.305894849,1595
"March 28, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1187,123,8.730911006,8.730911006,1310
"March 29, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1111,101,8.923992204,8.923992204,1212
"March 30, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1132,135,9.137983552,9.137983552,1267
"March 31, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1612,195,9.561752988,9.561752988,1807
"April 1, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1400,159,9.553277896,9.553277896,1559
"April 2, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1583,161,9.595959596,9.595959596,1744
"April 3, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1805,190,9.766844134,9.766844134,1995
"April 4, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1585,175,9.837799718,9.837799718,1760
"April 5, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1362,152,10.020607934,10.020607934,1514
"April 6, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1119,107,9.814735028,9.814735028,1226
"April 7, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1450,174,9.788128174,9.788128174,1624
"April 8, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1497,176,9.838765603,9.838765603,1673
"April 9, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1621,169,9.868761872,9.868761872,1790
"April 10, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1495,130,9.659293614,9.659293614,1625
"April 11, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1248,127,9.559434746,9.559434746,1375
"April 12, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,877,103,9.579325755,9.579325755,980
"April 13, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1051,123,9.784200762,9.784200762,1174
"April 14, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1411,146,9.573422449,9.573422449,1557
"April 15, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1419,150,9.414101291,9.414101291,1569
"April 16, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1573,144,9.232769831,9.232769831,1717
"April 17, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1688,193,9.616697552,9.616697552,1881
"April 18, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1578,157,9.573164986,9.573164986,1735
"April 19, 2020","October 20, 2020","October 5, 2020",Seven-day average percent positive by person,,1048,95,9.354120267,9.354120267,1143
