Day of Result Date,Day of MaxDate,Day of Min 14 days,Measure Names,Measure Values,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
25-Aug-20,9-Oct-20,24-Sep-20,People tested negative,9049,9049,801,7.865801153,7.865801153,9850
24-Aug-20,9-Oct-20,24-Sep-20,People tested negative,5688,5688,476,7.649758933,7.649758933,6164
23-Aug-20,9-Oct-20,24-Sep-20,People tested negative,7544,7544,558,7.60005279,7.60005279,8102
22-Aug-20,9-Oct-20,24-Sep-20,People tested negative,6013,6013,437,7.713785911,7.713785911,6450
21-Aug-20,9-Oct-20,24-Sep-20,People tested negative,7893,7893,748,7.703434041,7.703434041,8641
20-Aug-20,9-Oct-20,24-Sep-20,People tested negative,8750,8750,783,7.620017229,7.620017229,9533
19-Aug-20,9-Oct-20,24-Sep-20,People tested negative,10701,10701,947,7.830919502,7.830919502,11648
18-Aug-20,9-Oct-20,24-Sep-20,People tested negative,9342,9342,684,7.879194003,7.879194003,10026
17-Aug-20,9-Oct-20,24-Sep-20,People tested negative,5768,5768,450,8.023173882,8.023173882,6218
16-Aug-20,9-Oct-20,24-Sep-20,People tested negative,6399,6399,537,7.962330091,7.962330091,6936
15-Aug-20,9-Oct-20,24-Sep-20,People tested negative,7938,7938,591,7.860554254,7.860554254,8529
14-Aug-20,9-Oct-20,24-Sep-20,People tested negative,10082,10082,873,7.984314908,7.984314908,10955
13-Aug-20,9-Oct-20,24-Sep-20,People tested negative,9973,9973,1033,7.9824152,7.9824152,11006
12-Aug-20,9-Oct-20,24-Sep-20,People tested negative,9611,9611,888,7.865930018,7.865930018,10499
11-Aug-20,9-Oct-20,24-Sep-20,People tested negative,8970,8970,752,7.645290438,7.645290438,9722
10-Aug-20,9-Oct-20,24-Sep-20,People tested negative,6545,6545,475,7.556765078,7.556765078,7020
9-Aug-20,9-Oct-20,24-Sep-20,People tested negative,7459,7459,556,7.608724923,7.608724923,8015
8-Aug-20,9-Oct-20,24-Sep-20,People tested negative,8371,8371,717,7.533715081,7.533715081,9088
7-Aug-20,9-Oct-20,24-Sep-20,People tested negative,10190,10190,881,7.543461227,7.543461227,11071
6-Aug-20,9-Oct-20,24-Sep-20,People tested negative,11390,11390,1070,7.533065737,7.533065737,12460
5-Aug-20,9-Oct-20,24-Sep-20,People tested negative,11896,11896,915,7.561536631,7.561536631,12811
4-Aug-20,9-Oct-20,24-Sep-20,People tested negative,11407,11407,884,7.670487512,7.670487512,12291
3-Aug-20,9-Oct-20,24-Sep-20,People tested negative,7906,7906,628,7.579130524,7.579130524,8534
2-Aug-20,9-Oct-20,24-Sep-20,People tested negative,7953,7953,536,7.463567323,7.463567323,8489
1-Aug-20,9-Oct-20,24-Sep-20,People tested negative,8875,8875,766,7.423837253,7.423837253,9641
31-Jul-20,9-Oct-20,24-Sep-20,People tested negative,10834,10834,925,7.390626343,7.390626343,11759
30-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11055,11055,1066,7.278050191,7.278050191,12121
29-Jul-20,9-Oct-20,24-Sep-20,People tested negative,13578,13578,1144,7.030781707,7.030781707,14722
28-Jul-20,9-Oct-20,24-Sep-20,People tested negative,12037,12037,859,6.886588584,6.886588584,12896
27-Jul-20,9-Oct-20,24-Sep-20,People tested negative,7802,7802,522,6.935245434,6.935245434,8324
26-Jul-20,9-Oct-20,24-Sep-20,People tested negative,9904,9904,659,6.907465197,6.907465197,10563
25-Jul-20,9-Oct-20,24-Sep-20,People tested negative,10212,10212,844,6.910261057,6.910261057,11056
24-Jul-20,9-Oct-20,24-Sep-20,People tested negative,12374,12374,947,6.824559912,6.824559912,13321
23-Jul-20,9-Oct-20,24-Sep-20,People tested negative,13194,13194,1007,6.868898187,6.868898187,14201
22-Jul-20,9-Oct-20,24-Sep-20,People tested negative,12466,12466,930,6.778549056,6.778549056,13396
21-Jul-20,9-Oct-20,24-Sep-20,People tested negative,13999,13999,1049,6.7254521,6.7254521,15048
20-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11975,11975,806,6.623842407,6.623842407,12781
19-Jul-20,9-Oct-20,24-Sep-20,People tested negative,10541,10541,709,6.539371227,6.539371227,11250
18-Jul-20,9-Oct-20,24-Sep-20,People tested negative,13103,13103,972,6.524588731,6.524588731,14075
17-Jul-20,9-Oct-20,24-Sep-20,People tested negative,12865,12865,1028,6.411556854,6.411556854,13893
16-Jul-20,9-Oct-20,24-Sep-20,People tested negative,13149,13149,912,6.510419634,6.510419634,14061
15-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11742,11742,824,6.522143871,6.522143871,12566
14-Jul-20,9-Oct-20,24-Sep-20,People tested negative,13843,13843,936,6.476042018,6.476042018,14779
13-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11295,11295,674,6.405008428,6.405008428,11969
12-Jul-20,9-Oct-20,24-Sep-20,People tested negative,9576,9576,627,6.514194978,6.514194978,10203
11-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11491,11491,751,6.523574099,6.523574099,12242
10-Jul-20,9-Oct-20,24-Sep-20,People tested negative,10957,10957,990,6.498710907,6.498710907,11947
9-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11429,11429,803,6.138630505,6.138630505,12232
8-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11805,11805,786,6.152457113,6.152457113,12591
7-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11187,11187,689,5.978124121,5.978124121,11876
6-Jul-20,9-Oct-20,24-Sep-20,People tested negative,6559,6559,441,5.894826124,5.894826124,7000
5-Jul-20,9-Oct-20,24-Sep-20,People tested negative,6340,6340,409,5.829972866,5.829972866,6749
4-Jul-20,9-Oct-20,24-Sep-20,People tested negative,8453,8453,520,5.695268413,5.695268413,8973
3-Jul-20,9-Oct-20,24-Sep-20,People tested negative,11229,11229,734,5.614648669,5.614648669,11963
2-Jul-20,9-Oct-20,24-Sep-20,People tested negative,9911,9911,714,5.509201905,5.509201905,10625
1-Jul-20,9-Oct-20,24-Sep-20,People tested negative,9845,9845,532,5.303984517,5.303984517,10377
30-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9795,9795,542,5.201542766,5.201542766,10337
29-Jun-20,9-Oct-20,24-Sep-20,People tested negative,7245,7245,438,5.077424987,5.077424987,7683
28-Jun-20,9-Oct-20,24-Sep-20,People tested negative,8696,8696,456,4.933562607,4.933562607,9152
27-Jun-20,9-Oct-20,24-Sep-20,People tested negative,8588,8588,469,4.820455954,4.820455954,9057
26-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9226,9226,540,4.697773242,4.697773242,9766
25-Jun-20,9-Oct-20,24-Sep-20,People tested negative,8254,8254,476,4.456918139,4.456918139,8730
24-Jun-20,9-Oct-20,24-Sep-20,People tested negative,10872,10872,518,4.128646223,4.128646223,11390
23-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9093,9093,418,3.914724062,3.914724062,9511
22-Jun-20,9-Oct-20,24-Sep-20,People tested negative,6085,6085,279,3.763357329,3.763357329,6364
21-Jun-20,9-Oct-20,24-Sep-20,People tested negative,6248,6248,256,3.652681019,3.652681019,6504
20-Jun-20,9-Oct-20,24-Sep-20,People tested negative,7187,7187,321,3.613221818,3.613221818,7508
19-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9112,9112,384,3.518576552,3.518576552,9496
18-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9084,9084,308,3.271571709,3.271571709,9392
17-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9619,9619,333,3.248953903,3.248953903,9952
16-Jun-20,9-Oct-20,24-Sep-20,People tested negative,8412,8412,299,3.236633496,3.236633496,8711
15-Jun-20,9-Oct-20,24-Sep-20,People tested negative,5519,5519,191,3.208948994,3.208948994,5710
14-Jun-20,9-Oct-20,24-Sep-20,People tested negative,6500,6500,242,3.214616096,3.214616096,6742
13-Jun-20,9-Oct-20,24-Sep-20,People tested negative,7171,7171,264,3.16631872,3.16631872,7435
12-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9398,9398,247,3.149268743,3.149268743,9645
11-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9336,9336,303,3.285224727,3.285224727,9639
10-Jun-20,9-Oct-20,24-Sep-20,People tested negative,11035,11035,373,3.310112977,3.310112977,11408
9-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9014,9014,302,3.308349255,3.308349255,9316
8-Jun-20,9-Oct-20,24-Sep-20,People tested negative,6136,6136,215,3.295967057,3.295967057,6351
7-Jun-20,9-Oct-20,24-Sep-20,People tested negative,6353,6353,207,3.232345114,3.232345114,6560
6-Jun-20,9-Oct-20,24-Sep-20,People tested negative,7467,7467,263,3.093620791,3.093620791,7730
5-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9361,9361,331,3.008768411,3.008768411,9692
4-Jun-20,9-Oct-20,24-Sep-20,People tested negative,10457,10457,357,3.284526546,3.284526546,10814
3-Jun-20,9-Oct-20,24-Sep-20,People tested negative,10425,10425,351,3.537654746,3.537654746,10776
2-Jun-20,9-Oct-20,24-Sep-20,People tested negative,8980,8980,293,3.70338435,3.70338435,9273
1-Jun-20,9-Oct-20,24-Sep-20,People tested negative,9496,9496,287,3.812788874,3.812788874,9783
31-May-20,9-Oct-20,24-Sep-20,People tested negative,9439,9439,213,4.022680471,4.022680471,9652
30-May-20,9-Oct-20,24-Sep-20,People tested negative,9538,9538,268,4.189967565,4.189967565,9806
29-May-20,9-Oct-20,24-Sep-20,People tested negative,9832,9832,546,4.36133599,4.36133599,10378
28-May-20,9-Oct-20,24-Sep-20,People tested negative,9613,9613,511,4.299194606,4.299194606,10124
27-May-20,9-Oct-20,24-Sep-20,People tested negative,10110,10110,459,4.39005054,4.39005054,10569
26-May-20,9-Oct-20,24-Sep-20,People tested negative,11272,11272,463,4.403746098,4.403746098,11735
25-May-20,9-Oct-20,24-Sep-20,People tested negative,8242,8242,392,4.567201897,4.567201897,8634
24-May-20,9-Oct-20,24-Sep-20,People tested negative,9924,9924,358,4.443248589,4.443248589,10282
23-May-20,9-Oct-20,24-Sep-20,People tested negative,9644,9644,401,4.589744789,4.589744789,10045
22-May-20,9-Oct-20,24-Sep-20,People tested negative,9044,9044,464,4.718469579,4.718469579,9508
21-May-20,9-Oct-20,24-Sep-20,People tested negative,9300,9300,564,4.782861413,4.782861413,9864
20-May-20,9-Oct-20,24-Sep-20,People tested negative,11475,11475,532,4.71462739,4.71462739,12007
19-May-20,9-Oct-20,24-Sep-20,People tested negative,9591,9591,506,4.872359483,4.872359483,10097
18-May-20,9-Oct-20,24-Sep-20,People tested negative,6723,6723,230,4.903585722,4.903585722,6953
17-May-20,9-Oct-20,24-Sep-20,People tested negative,5422,5422,247,5.142440677,5.142440677,5669
16-May-20,9-Oct-20,24-Sep-20,People tested negative,6420,6420,328,5.183048591,5.183048591,6748
15-May-20,9-Oct-20,24-Sep-20,People tested negative,8404,8404,473,5.283829679,5.283829679,8877
14-May-20,9-Oct-20,24-Sep-20,People tested negative,7342,7342,424,5.360462451,5.360462451,7766
13-May-20,9-Oct-20,24-Sep-20,People tested negative,7075,7075,403,5.576309547,5.576309547,7478
12-May-20,9-Oct-20,24-Sep-20,People tested negative,5662,5662,321,5.696040868,5.696040868,5983
11-May-20,9-Oct-20,24-Sep-20,People tested negative,3927,3927,203,5.979393723,5.979393723,4130
10-May-20,9-Oct-20,24-Sep-20,People tested negative,3904,3904,184,6.258981807,6.258981807,4088
9-May-20,9-Oct-20,24-Sep-20,People tested negative,4682,4682,279,6.677125824,6.677125824,4961
8-May-20,9-Oct-20,24-Sep-20,People tested negative,4572,4572,291,7.087151492,7.087151492,4863
7-May-20,9-Oct-20,24-Sep-20,People tested negative,4806,4806,364,7.724114557,7.724114557,5170
6-May-20,9-Oct-20,24-Sep-20,People tested negative,5675,5675,365,8.114824953,8.114824953,6040
5-May-20,9-Oct-20,24-Sep-20,People tested negative,4008,4008,322,9.02734375,9.02734375,4330
4-May-20,9-Oct-20,24-Sep-20,People tested negative,3011,3011,242,9.22510734,9.22510734,3253
3-May-20,9-Oct-20,24-Sep-20,People tested negative,2988,2988,265,9.275532944,9.275532944,3253
2-May-20,9-Oct-20,24-Sep-20,People tested negative,3533,3533,332,9.310253232,9.310253232,3865
1-May-20,9-Oct-20,24-Sep-20,People tested negative,3205,3205,389,9.332643072,9.332643072,3594
30-Apr-20,9-Oct-20,24-Sep-20,People tested negative,3091,3091,338,9.17508003,9.17508003,3429
29-Apr-20,9-Oct-20,24-Sep-20,People tested negative,3453,3453,423,9.212096063,9.212096063,3876
28-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2918,2918,267,8.892103945,8.892103945,3185
27-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2389,2389,192,9.072863148,9.072863148,2581
26-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1896,1896,162,9.4377756,9.4377756,2058
25-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2313,2313,212,9.560874359,9.560874359,2525
24-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2382,2382,269,9.693947261,9.693947261,2651
23-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2152,2152,251,9.679976935,9.679976935,2403
22-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2323,2323,245,9.35796487,9.35796487,2568
21-Apr-20,9-Oct-20,24-Sep-20,People tested negative,2119,2119,223,9.332569933,9.332569933,2342
20-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1602,1602,179,9.291764911,9.291764911,1781
19-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1052,1052,95,9.29117891,9.29117891,1147
18-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1589,1589,157,9.502431725,9.502431725,1746
17-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1694,1694,193,9.54316686,9.54316686,1887
16-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1593,1593,144,9.156746032,9.156746032,1737
15-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1436,1436,150,9.334383616,9.334383616,1586
14-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1421,1421,146,9.488553337,9.488553337,1567
13-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1056,1056,123,9.697087003,9.697087003,1179
12-Apr-20,9-Oct-20,24-Sep-20,People tested negative,887,887,103,9.487154816,9.487154816,990
11-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1259,1259,127,9.469350412,9.469350412,1386
10-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1505,1505,130,9.573057544,9.573057544,1635
9-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1644,1644,169,9.782608696,9.782608696,1813
8-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1519,1519,176,9.759243336,9.759243336,1695
7-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1461,1461,174,9.719203686,9.719203686,1635
6-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1132,1132,107,9.739204788,9.739204788,1239
5-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1375,1375,152,9.949697331,9.949697331,1527
4-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1594,1594,175,9.774897083,9.774897083,1769
3-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1816,1816,190,9.700948213,9.700948213,2006
2-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1598,1598,161,9.528766086,9.528766086,1759
1-Apr-20,9-Oct-20,24-Sep-20,People tested negative,1409,1409,159,9.490874159,9.490874159,1568
31-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1632,1632,195,9.499903456,9.499903456,1827
30-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1138,1138,135,9.09458367,9.09458367,1273
29-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1114,1114,101,8.874834234,8.874834234,1215
28-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1197,1197,123,8.67881072,8.67881072,1320
27-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1473,1473,133,8.255912162,8.255912162,1606
26-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1459,1459,142,7.671759803,7.671759803,1601
25-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1361,1361,155,7.010332185,7.010332185,1516
24-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1254,1254,111,6.405735778,6.405735778,1365
23-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1075,1075,105,5.97373074,5.97373074,1180
22-Mar-20,9-Oct-20,24-Sep-20,People tested negative,904,904,60,5.433248659,5.433248659,964
21-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1164,1164,76,5.224225613,5.224225613,1240
20-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1424,1424,69,4.996379435,4.996379435,1493
19-Mar-20,9-Oct-20,24-Sep-20,People tested negative,1188,1188,55,5.196054847,5.196054847,1243
18-Mar-20,9-Oct-20,24-Sep-20,People tested negative,954,954,69,5.531344284,5.531344284,1023
17-Mar-20,9-Oct-20,24-Sep-20,People tested negative,736,736,39,4.935194417,4.935194417,775
16-Mar-20,9-Oct-20,24-Sep-20,People tested negative,331,331,17,4.883907126,4.883907126,348
15-Mar-20,9-Oct-20,24-Sep-20,People tested negative,353,353,14,4.835164835,4.835164835,367
14-Mar-20,9-Oct-20,24-Sep-20,People tested negative,262,262,13,5.524861878,5.524861878,275
13-Mar-20,9-Oct-20,24-Sep-20,People tested negative,117,117,9,6.343283582,6.343283582,126
12-Mar-20,9-Oct-20,24-Sep-20,People tested negative,65,65,4,5.369127517,5.369127517,69
11-Mar-20,9-Oct-20,24-Sep-20,People tested negative,43,43,3,4.395604396,4.395604396,46
10-Mar-20,9-Oct-20,24-Sep-20,People tested negative,17,17,1,2,2,18
9-Mar-20,9-Oct-20,24-Sep-20,People tested negative,9,9,0,0,0,9
8-Mar-20,9-Oct-20,24-Sep-20,People tested negative,0,0,0,0,0,0
7-Mar-20,9-Oct-20,24-Sep-20,People tested negative,0,0,0,0,0,0
6-Mar-20,9-Oct-20,24-Sep-20,People tested negative,7,7,0,0,0,7
5-Mar-20,9-Oct-20,24-Sep-20,People tested negative,11,11,0,0,0,11
4-Mar-20,9-Oct-20,24-Sep-20,People tested negative,5,5,0,0,0,5
3-Mar-20,9-Oct-20,24-Sep-20,People tested negative,0,0,0,0,0,0
2-Mar-20,9-Oct-20,24-Sep-20,People tested negative,3,3,0,0,0,3
1-Mar-20,9-Oct-20,24-Sep-20,People tested negative,0,0,0,0,0,0
1-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,0,0,0,0,0
2-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3,0,0,0,3
3-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,0,0,0,0,0
4-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5,0,0,0,5
5-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11,0,0,0,11
6-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7,0,0,0,7
7-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,0,0,0,0,0
8-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,0,0,0,0,0
9-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9,0,0,0,9
10-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,17,1,2,2,18
11-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,43,3,4.395604396,4.395604396,46
12-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,65,4,5.369127517,5.369127517,69
13-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,117,9,6.343283582,6.343283582,126
14-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,262,13,5.524861878,5.524861878,275
15-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,353,14,4.835164835,4.835164835,367
16-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,331,17,4.883907126,4.883907126,348
17-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,736,39,4.935194417,4.935194417,775
18-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,954,69,5.531344284,5.531344284,1023
19-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1188,55,5.196054847,5.196054847,1243
20-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1424,69,4.996379435,4.996379435,1493
21-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1164,76,5.224225613,5.224225613,1240
22-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,904,60,5.433248659,5.433248659,964
23-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1075,105,5.97373074,5.97373074,1180
24-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1254,111,6.405735778,6.405735778,1365
25-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1361,155,7.010332185,7.010332185,1516
26-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1459,142,7.671759803,7.671759803,1601
27-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1473,133,8.255912162,8.255912162,1606
28-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1197,123,8.67881072,8.67881072,1320
29-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1114,101,8.874834234,8.874834234,1215
30-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1138,135,9.09458367,9.09458367,1273
31-Mar-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1632,195,9.499903456,9.499903456,1827
1-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1409,159,9.490874159,9.490874159,1568
2-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1598,161,9.528766086,9.528766086,1759
3-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1816,190,9.700948213,9.700948213,2006
4-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1594,175,9.774897083,9.774897083,1769
5-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1375,152,9.949697331,9.949697331,1527
6-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1132,107,9.739204788,9.739204788,1239
7-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1461,174,9.719203686,9.719203686,1635
8-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1519,176,9.759243336,9.759243336,1695
9-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1644,169,9.782608696,9.782608696,1813
10-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1505,130,9.573057544,9.573057544,1635
11-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1259,127,9.469350412,9.469350412,1386
12-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,887,103,9.487154816,9.487154816,990
13-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1056,123,9.697087003,9.697087003,1179
14-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1421,146,9.488553337,9.488553337,1567
15-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1436,150,9.334383616,9.334383616,1586
16-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1593,144,9.156746032,9.156746032,1737
17-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1694,193,9.54316686,9.54316686,1887
18-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1589,157,9.502431725,9.502431725,1746
19-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1052,95,9.29117891,9.29117891,1147
20-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1602,179,9.291764911,9.291764911,1781
21-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2119,223,9.332569933,9.332569933,2342
22-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2323,245,9.35796487,9.35796487,2568
23-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2152,251,9.679976935,9.679976935,2403
24-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2382,269,9.693947261,9.693947261,2651
25-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2313,212,9.560874359,9.560874359,2525
26-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,1896,162,9.4377756,9.4377756,2058
27-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2389,192,9.072863148,9.072863148,2581
28-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2918,267,8.892103945,8.892103945,3185
29-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3453,423,9.212096063,9.212096063,3876
30-Apr-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3091,338,9.17508003,9.17508003,3429
1-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3205,389,9.332643072,9.332643072,3594
2-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3533,332,9.310253232,9.310253232,3865
3-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,2988,265,9.275532944,9.275532944,3253
4-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3011,242,9.22510734,9.22510734,3253
5-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,4008,322,9.02734375,9.02734375,4330
6-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5675,365,8.114824953,8.114824953,6040
7-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,4806,364,7.724114557,7.724114557,5170
8-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,4572,291,7.087151492,7.087151492,4863
9-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,4682,279,6.677125824,6.677125824,4961
10-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3904,184,6.258981807,6.258981807,4088
11-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,3927,203,5.979393723,5.979393723,4130
12-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5662,321,5.696040868,5.696040868,5983
13-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7075,403,5.576309547,5.576309547,7478
14-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,7342,424,5.360462451,5.360462451,7766
15-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,8404,473,5.283829679,5.283829679,8877
16-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6420,328,5.183048591,5.183048591,6748
17-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,5422,247,5.142440677,5.142440677,5669
18-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,6723,230,4.903585722,4.903585722,6953
19-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9591,506,4.872359483,4.872359483,10097
20-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,11475,532,4.71462739,4.71462739,12007
21-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9300,564,4.782861413,4.782861413,9864
22-May-20,9-Oct-20,24-Sep-20,Seven-day average percent positive by person,,9044,464,4.718469579,4.718469579,9508
